	KO30Cr1	KO30Cr2	KO20Cr1	KO20Cr2	WT30Cr1	WT30Cr2	WT20Cr1	WT20Cr2
Q0045	719.0	1466.0	1277.0	1173.0	1458.0	1063.0	338.0	663.0
Q0050	29268.0	47579.0	56089.0	42767.0	50825.0	38481.0	19145.0	25990.0
Q0065	881.0	1593.0	1032.0	1033.0	918.0	638.0	467.0	661.0
Q0080	918.0	970.0	525.0	904.0	60.0	100.0	247.0	187.0
Q0085	1791.0	3189.0	2029.0	2810.0	1897.0	1374.0	638.0	891.0
Q0105	7739.0	10882.0	10889.0	10410.0	2638.0	1653.0	4084.0	2224.0
Q0130	785.0	1220.0	662.0	1037.0	1357.0	1171.0	423.0	283.0
Q0140	96.0	142.0	109.0	308.0	132.0	85.0	63.0	71.0
Q0250	2017.0	3347.0	2680.0	2884.0	4614.0	3599.0	1149.0	1661.0
Q0275	1575.0	2908.0	3359.0	3460.0	1362.0	1131.0	1141.0	2470.0
YAL001C	2082.0	2617.0	2486.0	2569.0	3401.0	2452.0	2708.0	2573.0
YAL002W	934.0	1287.0	987.0	833.0	1323.0	1049.0	1101.0	1031.0
YAL003W	62270.0	75403.0	71102.0	65774.0	39547.0	38704.0	64434.0	66374.0
YAL005C	10105.0	14964.0	5855.0	5061.0	15988.0	15490.0	9610.0	13041.0
YAL007C	2083.0	2737.0	2810.0	1965.0	3216.0	2894.0	2688.0	2973.0
YAL008W	754.0	1025.0	1027.0	753.0	727.0	662.0	731.0	782.0
YAL009W	282.0	394.0	398.0	356.0	565.0	539.0	388.0	370.0
YAL010C	492.0	504.0	436.0	384.0	490.0	412.0	437.0	307.0
YAL011W	488.0	599.0	705.0	584.0	1059.0	907.0	675.0	589.0
YAL012W	3724.0	4169.0	2983.0	2589.0	4971.0	4804.0	2840.0	3176.0
YAL013W	363.0	455.0	723.0	446.0	851.0	926.0	592.0	514.0
YAL014C	612.0	643.0	923.0	646.0	1433.0	1373.0	632.0	714.0
YAL015C	477.0	574.0	590.0	454.0	935.0	731.0	580.0	573.0
YAL016W	3699.0	4592.0	5006.0	4414.0	5430.0	5002.0	4134.0	4433.0
YAL017W	2742.0	3381.0	3653.0	3090.0	4116.0	3573.0	3968.0	3427.0
YAL019W	3544.0	4465.0	5148.0	4561.0	8738.0	7333.0	3879.0	3654.0
YAL020C	523.0	645.0	777.0	608.0	675.0	591.0	423.0	372.0
YAL021C	2198.0	2615.0	2700.0	2117.0	4340.0	4108.0	2511.0	2453.0
YAL022C	1232.0	1735.0	2289.0	1875.0	2570.0	2428.0	1263.0	1377.0
YAL023C	5080.0	6418.0	5242.0	4687.0	13066.0	11845.0	5677.0	7039.0
YAL024C	1306.0	1742.0	1503.0	1300.0	2311.0	1813.0	1351.0	1204.0
YAL025C	2852.0	3469.0	4842.0	4654.0	5069.0	4550.0	3013.0	3029.0
YAL026C	2780.0	3673.0	4565.0	3711.0	4310.0	3482.0	3922.0	4292.0
YAL027W	415.0	445.0	566.0	493.0	592.0	587.0	641.0	494.0
YAL028W	139.0	199.0	240.0	202.0	313.0	254.0	178.0	206.0
YAL029C	3056.0	4263.0	4313.0	3947.0	6933.0	5485.0	3995.0	3900.0
YAL030W	1425.0	1512.0	1497.0	741.0	1876.0	1921.0	1712.0	1061.0
YAL031C	438.0	505.0	536.0	414.0	650.0	578.0	432.0	468.0
YAL032C	469.0	608.0	736.0	638.0	747.0	669.0	646.0	621.0
YAL033W	460.0	557.0	515.0	540.0	661.0	621.0	544.0	547.0
YAL034C	88.0	134.0	127.0	127.0	140.0	118.0	103.0	100.0
YAL034W-A	337.0	411.0	402.0	414.0	515.0	434.0	347.0	316.0
YAL035W	17832.0	21538.0	26643.0	23088.0	36342.0	32629.0	22465.0	20214.0
YAL036C	1394.0	1735.0	1675.0	1618.0	2743.0	2487.0	1096.0	1702.0
YAL037W	48.0	62.0	80.0	69.0	91.0	70.0	48.0	78.0
YAL038W	47875.0	74183.0	69292.0	63322.0	149395.0	152594.0	41998.0	84756.0
YAL039C	375.0	414.0	505.0	443.0	758.0	682.0	606.0	567.0
YAL040C	156.0	190.0	165.0	162.0	265.0	204.0	157.0	177.0
YAL041W	1681.0	2198.0	2046.0	1784.0	3240.0	2674.0	1673.0	1692.0
YAL042W	6143.0	8099.0	9583.0	7697.0	11249.0	10557.0	8053.0	8314.0
YAL043C	1448.0	1675.0	2124.0	1672.0	2350.0	2431.0	1350.0	1349.0
YAL044C	3917.0	4868.0	2981.0	2258.0	8756.0	8134.0	3147.0	5483.0
YAL044W-A	223.0	277.0	283.0	257.0	342.0	372.0	259.0	259.0
YAL046C	133.0	217.0	128.0	97.0	270.0	281.0	103.0	147.0
YAL047C	263.0	334.0	264.0	262.0	479.0	405.0	236.0	229.0
YAL048C	261.0	332.0	323.0	305.0	415.0	405.0	293.0	317.0
YAL049C	1649.0	2466.0	2559.0	1686.0	2294.0	2083.0	1834.0	2166.0
YAL051W	900.0	1202.0	1121.0	940.0	1411.0	1294.0	1011.0	941.0
YAL053W	1228.0	1506.0	1706.0	1757.0	1983.0	1735.0	1055.0	1255.0
YAL054C	47.0	62.0	61.0	53.0	62.0	36.0	41.0	65.0
YAL055W	342.0	294.0	249.0	193.0	371.0	343.0	297.0	161.0
YAL056W	1741.0	2239.0	3233.0	2792.0	3597.0	2780.0	2386.0	2255.0
YAL058W	646.0	802.0	732.0	615.0	1162.0	1030.0	594.0	662.0
YAL059W	1093.0	1204.0	2018.0	1801.0	1870.0	1841.0	1250.0	1299.0
YAL060W	934.0	1362.0	830.0	725.0	2149.0	2020.0	778.0	1101.0
YAL061W	738.0	907.0	449.0	445.0	1169.0	1089.0	721.0	701.0
YAL062W	37.0	39.0	36.0	27.0	88.0	73.0	31.0	45.0
YAR002C-A	2844.0	3609.0	2844.0	3168.0	6179.0	5440.0	2316.0	2445.0
YAR002W	2329.0	2797.0	2620.0	2466.0	2445.0	2213.0	2265.0	2015.0
YAR003W	658.0	728.0	1014.0	931.0	920.0	766.0	991.0	722.0
YAR007C	1749.0	1963.0	1655.0	1692.0	2624.0	2307.0	1621.0	1724.0
YAR008W	486.0	517.0	588.0	521.0	856.0	688.0	551.0	486.0
YAR014C	2177.0	2643.0	2982.0	2721.0	4735.0	4240.0	2378.0	2664.0
YAR015W	1472.0	1653.0	1624.0	1309.0	1926.0	1844.0	3700.0	3971.0
YAR018C	571.0	654.0	686.0	725.0	1102.0	1028.0	467.0	485.0
YAR019C	246.0	367.0	326.0	332.0	388.0	300.0	265.0	264.0
YAR027W	342.0	521.0	707.0	405.0	783.0	726.0	539.0	678.0
YAR028W	309.0	334.0	475.0	463.0	472.0	421.0	361.0	356.0
YAR031W	60.0	65.0	31.0	26.0	142.0	110.0	30.0	30.0
YAR033W	50.0	64.0	62.0	45.0	76.0	83.0	51.0	61.0
YAR035W	62.0	66.0	32.0	21.0	122.0	120.0	36.0	31.0
YAR042W	1886.0	2321.0	2155.0	1660.0	3289.0	2984.0	2027.0	1818.0
YAR073W	3.0	3.0	15.0	6.0	3.0	5.0	3.0	8.0
YBL001C	7485.0	7737.0	5647.0	4569.0	4877.0	4154.0	5077.0	3792.0
YBL002W	19933.0	23343.0	15448.0	11985.0	14144.0	12468.0	14639.0	10639.0
YBL003C	3785.0	4864.0	5260.0	3648.0	4194.0	4106.0	3865.0	4783.0
YBL004W	10330.0	13565.0	16674.0	15545.0	17844.0	14011.0	12442.0	11979.0
YBL005W	521.0	657.0	659.0	662.0	862.0	730.0	1091.0	1058.0
YBL006C	1082.0	1301.0	1467.0	1022.0	1405.0	1261.0	1424.0	1395.0
YBL007C	4864.0	6310.0	5197.0	4605.0	9915.0	8776.0	4825.0	5304.0
YBL008W	718.0	948.0	963.0	723.0	1261.0	1134.0	1061.0	988.0
YBL009W	616.0	760.0	495.0	475.0	867.0	736.0	598.0	554.0
YBL010C	623.0	718.0	747.0	625.0	833.0	751.0	588.0	563.0
YBL011W	1362.0	1892.0	1999.0	1565.0	4397.0	3950.0	2011.0	2348.0
YBL013W	109.0	146.0	133.0	93.0	239.0	235.0	99.0	112.0
YBL014C	999.0	1261.0	2105.0	1825.0	1902.0	1590.0	1266.0	1271.0
YBL015W	736.0	915.0	1065.0	750.0	995.0	967.0	809.0	837.0
YBL016W	806.0	997.0	967.0	926.0	1453.0	1435.0	602.0	687.0
YBL017C	7659.0	9814.0	12678.0	11590.0	12740.0	10016.0	10971.0	10614.0
YBL018C	290.0	343.0	362.0	256.0	463.0	483.0	363.0	375.0
YBL019W	331.0	358.0	445.0	313.0	420.0	397.0	454.0	423.0
YBL020W	1461.0	1920.0	2489.0	1876.0	2149.0	1886.0	1875.0	2046.0
YBL021C	325.0	417.0	374.0	265.0	734.0	686.0	360.0	341.0
YBL022C	5425.0	6562.0	7574.0	5717.0	11822.0	10948.0	7356.0	7260.0
YBL023C	2049.0	2389.0	2353.0	2233.0	3112.0	2776.0	2009.0	1992.0
YBL024W	4571.0	6021.0	7188.0	6323.0	7762.0	7252.0	4811.0	5707.0
YBL025W	395.0	460.0	489.0	431.0	603.0	500.0	527.0	379.0
YBL026W	2803.0	2845.0	2787.0	2660.0	1511.0	1358.0	2818.0	2319.0
YBL027W	49213.0	61272.0	63286.0	45422.0	49097.0	48287.0	49892.0	54217.0
YBL028C	3084.0	2953.0	2368.0	3969.0	1910.0	1777.0	2191.0	1096.0
YBL029C-A	99.0	131.0	92.0	71.0	47.0	61.0	55.0	102.0
YBL029W	115.0	142.0	105.0	126.0	147.0	112.0	123.0	76.0
YBL030C	1923.0	2895.0	2351.0	2146.0	2781.0	2823.0	1079.0	1956.0
YBL031W	582.0	666.0	489.0	536.0	1509.0	1291.0	568.0	498.0
YBL032W	3586.0	4219.0	3134.0	2703.0	4852.0	4500.0	3920.0	3514.0
YBL033C	559.0	708.0	596.0	592.0	1216.0	1282.0	688.0	766.0
YBL034C	1068.0	1408.0	1239.0	1291.0	2227.0	1739.0	1036.0	1176.0
YBL035C	1084.0	1317.0	1074.0	1054.0	1627.0	1529.0	1035.0	914.0
YBL036C	2123.0	2446.0	3202.0	2057.0	2322.0	1985.0	2251.0	2455.0
YBL037W	1575.0	1816.0	1974.0	1699.0	1969.0	1645.0	1862.0	1744.0
YBL038W	583.0	810.0	966.0	763.0	1086.0	990.0	864.0	977.0
YBL039C	3870.0	5462.0	7219.0	5360.0	5988.0	5277.0	5319.0	7156.0
YBL039W-B	14.0	35.0	64.0	30.0	35.0	36.0	32.0	37.0
YBL040C	2229.0	3065.0	3670.0	2412.0	2903.0	2581.0	2260.0	2351.0
YBL041W	2108.0	2432.0	2897.0	2370.0	4162.0	3731.0	2470.0	3075.0
YBL042C	1160.0	1610.0	1155.0	815.0	2545.0	2099.0	1065.0	1365.0
YBL045C	2158.0	3039.0	2360.0	2144.0	2812.0	2787.0	1103.0	1421.0
YBL046W	616.0	774.0	808.0	739.0	1382.0	1111.0	725.0	598.0
YBL047C	10346.0	13455.0	12908.0	10719.0	16507.0	14234.0	13497.0	13132.0
YBL050W	1552.0	2099.0	2414.0	1859.0	1975.0	1840.0	2493.0	2777.0
YBL051C	1018.0	1228.0	934.0	841.0	2531.0	2018.0	1421.0	1496.0
YBL052C	1237.0	1729.0	1754.0	1668.0	3500.0	2738.0	1639.0	1712.0
YBL054W	773.0	868.0	1288.0	1179.0	1398.0	1247.0	880.0	805.0
YBL055C	580.0	751.0	852.0	695.0	690.0	653.0	828.0	756.0
YBL056W	2732.0	3523.0	3839.0	3358.0	6314.0	5709.0	4126.0	4172.0
YBL057C	2425.0	3002.0	4126.0	1907.0	3613.0	3357.0	3117.0	2642.0
YBL058W	2975.0	3775.0	3089.0	3379.0	8599.0	8316.0	3042.0	3625.0
YBL059C-A	493.0	596.0	413.0	468.0	827.0	675.0	555.0	490.0
YBL059W	361.0	438.0	404.0	368.0	360.0	347.0	413.0	345.0
YBL060W	558.0	743.0	602.0	629.0	937.0	852.0	570.0	431.0
YBL061C	1533.0	1862.0	2216.0	1916.0	2336.0	2142.0	1850.0	1937.0
YBL063W	988.0	1259.0	842.0	864.0	1995.0	1571.0	957.0	824.0
YBL064C	588.0	934.0	991.0	862.0	985.0	1011.0	444.0	679.0
YBL066C	553.0	712.0	600.0	549.0	975.0	824.0	462.0	428.0
YBL067C	1632.0	2177.0	2284.0	2016.0	3524.0	2757.0	2398.0	2476.0
YBL068W	854.0	1091.0	1161.0	1081.0	905.0	808.0	779.0	999.0
YBL069W	664.0	819.0	996.0	666.0	1226.0	1102.0	837.0	906.0
YBL071W-A	863.0	1027.0	847.0	560.0	1429.0	1418.0	856.0	884.0
YBL072C	11178.0	15690.0	12937.0	11433.0	24751.0	25258.0	11760.0	14586.0
YBL074C	364.0	501.0	486.0	391.0	489.0	367.0	348.0	332.0
YBL075C	606.0	757.0	693.0	639.0	1134.0	876.0	586.0	592.0
YBL076C	17906.0	24433.0	22329.0	19325.0	38127.0	31802.0	21653.0	25726.0
YBL078C	327.0	480.0	625.0	689.0	354.0	333.0	369.0	435.0
YBL079W	4064.0	5189.0	5018.0	4312.0	6601.0	5320.0	3869.0	3421.0
YBL080C	345.0	379.0	401.0	323.0	513.0	434.0	494.0	431.0
YBL081W	304.0	387.0	428.0	317.0	798.0	598.0	386.0	302.0
YBL082C	152.0	220.0	290.0	223.0	555.0	564.0	234.0	326.0
YBL084C	259.0	340.0	284.0	290.0	476.0	395.0	235.0	279.0
YBL085W	1942.0	2313.0	1941.0	1778.0	3242.0	2963.0	2214.0	2057.0
YBL086C	908.0	1187.0	1430.0	1232.0	1773.0	1505.0	1110.0	1015.0
YBL087C	6946.0	8932.0	10789.0	7674.0	12581.0	11588.0	6617.0	10600.0
YBL088C	1030.0	1350.0	1374.0	1314.0	1704.0	1304.0	1341.0	1186.0
YBL089W	422.0	517.0	587.0	416.0	519.0	345.0	572.0	466.0
YBL090W	786.0	956.0	1010.0	739.0	929.0	848.0	1099.0	1058.0
YBL091C	5610.0	5971.0	4553.0	4508.0	7327.0	7083.0	5737.0	4666.0
YBL091C-A	285.0	381.0	308.0	247.0	430.0	352.0	461.0	506.0
YBL092W	41994.0	46101.0	29483.0	54805.0	47028.0	43669.0	23164.0	19083.0
YBL093C	1389.0	1565.0	2193.0	1751.0	2749.0	2536.0	2284.0	1967.0
YBL095W	259.0	363.0	389.0	378.0	600.0	508.0	301.0	395.0
YBL097W	893.0	1066.0	902.0	717.0	1396.0	1089.0	887.0	805.0
YBL098W	709.0	890.0	816.0	632.0	1015.0	1071.0	896.0	1167.0
YBL099W	6262.0	8166.0	7808.0	7548.0	9482.0	9442.0	4584.0	6017.0
YBL101C	1334.0	1614.0	1712.0	1425.0	2220.0	1980.0	1858.0	1640.0
YBL102W	531.0	682.0	929.0	700.0	856.0	832.0	677.0	860.0
YBL103C	892.0	1031.0	1022.0	987.0	1862.0	1612.0	1111.0	993.0
YBL104C	759.0	926.0	997.0	941.0	1460.0	1144.0	849.0	807.0
YBL105C	2326.0	3187.0	3508.0	2964.0	3600.0	3003.0	2711.0	2868.0
YBL106C	476.0	682.0	616.0	479.0	1093.0	931.0	848.0	898.0
YBL107C	539.0	675.0	1244.0	776.0	1112.0	1108.0	1174.0	1104.0
YBR001C	1183.0	1464.0	984.0	825.0	1998.0	1815.0	919.0	777.0
YBR002C	1548.0	1998.0	3937.0	2381.0	1985.0	2021.0	2286.0	2262.0
YBR003W	1240.0	1465.0	1491.0	1522.0	1993.0	1824.0	1285.0	1362.0
YBR004C	250.0	341.0	407.0	353.0	328.0	326.0	291.0	347.0
YBR005W	64.0	122.0	191.0	139.0	243.0	251.0	69.0	149.0
YBR006W	490.0	649.0	503.0	466.0	610.0	513.0	561.0	558.0
YBR007C	586.0	643.0	637.0	600.0	807.0	756.0	539.0	488.0
YBR009C	1932.0	2710.0	2518.0	2663.0	5679.0	5447.0	1353.0	2051.0
YBR010W	12400.0	11166.0	7197.0	12651.0	7254.0	6912.0	5958.0	5439.0
YBR011C	27382.0	29491.0	23791.0	17354.0	24194.0	23737.0	21276.0	18099.0
YBR013C	130.0	172.0	122.0	88.0	83.0	57.0	126.0	98.0
YBR014C	1235.0	1495.0	1503.0	1345.0	1775.0	1612.0	1388.0	1118.0
YBR015C	2233.0	3051.0	3200.0	2585.0	4836.0	4714.0	2427.0	2490.0
YBR016W	1506.0	1494.0	1318.0	1229.0	2929.0	2656.0	1394.0	1057.0
YBR017C	4605.0	5889.0	5643.0	5107.0	7519.0	6698.0	4217.0	4333.0
YBR021W	371.0	562.0	801.0	526.0	546.0	528.0	778.0	570.0
YBR022W	268.0	362.0	371.0	203.0	232.0	201.0	327.0	401.0
YBR023C	2624.0	3497.0	4017.0	3051.0	5559.0	4661.0	3575.0	3729.0
YBR024W	234.0	346.0	406.0	294.0	475.0	457.0	468.0	599.0
YBR025C	14960.0	18001.0	18637.0	14245.0	16000.0	13952.0	18580.0	17591.0
YBR026C	829.0	959.0	657.0	709.0	1329.0	1153.0	545.0	555.0
YBR028C	1384.0	1646.0	2274.0	1631.0	2236.0	2026.0	2197.0	1998.0
YBR029C	1078.0	1489.0	1114.0	1010.0	1943.0	1850.0	1074.0	1442.0
YBR030W	584.0	768.0	1071.0	865.0	1222.0	1094.0	667.0	742.0
YBR031W	1639.0	2213.0	1547.0	1713.0	3727.0	3565.0	1012.0	1805.0
YBR034C	2629.0	2986.0	6038.0	5282.0	3440.0	3338.0	4546.0	4778.0
YBR035C	2879.0	2971.0	1941.0	2301.0	4367.0	4542.0	2262.0	2595.0
YBR036C	1094.0	1452.0	1632.0	1521.0	2623.0	2455.0	1129.0	1484.0
YBR037C	773.0	1035.0	1103.0	830.0	1038.0	952.0	933.0	891.0
YBR038W	1735.0	2103.0	2189.0	1612.0	2751.0	2252.0	2056.0	1800.0
YBR039W	5421.0	6538.0	6948.0	5344.0	6619.0	6624.0	4039.0	4604.0
YBR040W	23.0	37.0	36.0	33.0	32.0	29.0	39.0	47.0
YBR041W	1776.0	2201.0	2413.0	2180.0	2389.0	2067.0	2148.0	2659.0
YBR042C	552.0	793.0	736.0	697.0	966.0	802.0	680.0	736.0
YBR043C	771.0	1127.0	1138.0	847.0	1975.0	1761.0	1337.0	1320.0
YBR044C	495.0	562.0	466.0	468.0	688.0	566.0	525.0	492.0
YBR045C	107.0	153.0	94.0	95.0	168.0	154.0	134.0	154.0
YBR046C	272.0	365.0	227.0	252.0	349.0	295.0	277.0	402.0
YBR047W	114.0	92.0	155.0	129.0	120.0	117.0	389.0	354.0
YBR048W	20167.0	23535.0	19731.0	17397.0	25151.0	26002.0	16151.0	17694.0
YBR049C	3125.0	3695.0	2977.0	3209.0	6099.0	5185.0	2790.0	2995.0
YBR052C	1591.0	1990.0	1273.0	1551.0	2016.0	1982.0	1363.0	1296.0
YBR053C	884.0	1134.0	671.0	608.0	1661.0	1480.0	844.0	952.0
YBR054W	1928.0	2524.0	2492.0	2519.0	2610.0	2355.0	722.0	835.0
YBR055C	1756.0	2037.0	2810.0	2511.0	2123.0	1686.0	2000.0	1774.0
YBR056W	1865.0	2334.0	2006.0	1894.0	2900.0	2468.0	1933.0	2286.0
YBR056W-A	24.0	13.0	84.0	44.0	23.0	25.0	61.0	37.0
YBR057C	779.0	1057.0	1091.0	1055.0	1598.0	1404.0	755.0	840.0
YBR058C	1272.0	1764.0	1565.0	1330.0	2151.0	1811.0	1336.0	1605.0
YBR058C-A	468.0	911.0	633.0	764.0	1919.0	1644.0	409.0	480.0
YBR059C	2550.0	3311.0	3515.0	2654.0	4818.0	4221.0	3490.0	3171.0
YBR060C	883.0	1106.0	1144.0	879.0	1535.0	1400.0	975.0	973.0
YBR061C	496.0	574.0	591.0	533.0	550.0	543.0	481.0	435.0
YBR062C	322.0	363.0	243.0	325.0	449.0	429.0	258.0	227.0
YBR065C	451.0	622.0	832.0	697.0	1079.0	796.0	550.0	550.0
YBR066C	597.0	742.0	388.0	412.0	840.0	631.0	434.0	468.0
YBR067C	278.0	505.0	544.0	403.0	755.0	555.0	213.0	556.0
YBR068C	3192.0	4276.0	5415.0	4265.0	5284.0	3963.0	4214.0	4156.0
YBR069C	914.0	1303.0	1868.0	1842.0	4432.0	3927.0	1154.0	1817.0
YBR070C	170.0	257.0	236.0	183.0	289.0	294.0	113.0	216.0
YBR071W	858.0	859.0	621.0	793.0	1233.0	1172.0	632.0	454.0
YBR072W	375.0	474.0	57.0	47.0	493.0	563.0	227.0	171.0
YBR073W	3190.0	3782.0	5139.0	4906.0	5651.0	4831.0	3860.0	3585.0
YBR074W	3355.0	4140.0	3838.0	3659.0	5415.0	4361.0	3148.0	3070.0
YBR077C	792.0	937.0	870.0	719.0	856.0	760.0	645.0	619.0
YBR078W	4898.0	6662.0	4507.0	4011.0	6433.0	5280.0	3091.0	4860.0
YBR079C	13496.0	15928.0	16838.0	15309.0	18302.0	16331.0	15088.0	14176.0
YBR080C	2226.0	2935.0	2834.0	2436.0	4203.0	3849.0	2478.0	2954.0
YBR081C	1967.0	2461.0	2096.0	2277.0	3763.0	3009.0	1796.0	1770.0
YBR082C	5297.0	5612.0	4896.0	4913.0	10725.0	10731.0	5111.0	4319.0
YBR083W	1795.0	2040.0	1091.0	1123.0	2396.0	2073.0	1025.0	899.0
YBR084C-A	46913.0	54063.0	43527.0	46161.0	43145.0	40206.0	40786.0	42987.0
YBR084W	7041.0	8859.0	10565.0	7954.0	12058.0	10698.0	6428.0	6708.0
YBR085C-A	1628.0	2031.0	1518.0	1400.0	1400.0	1279.0	930.0	1045.0
YBR085W	91.0	126.0	272.0	206.0	207.0	174.0	177.0	238.0
YBR086C	4211.0	5265.0	4708.0	4906.0	8652.0	7616.0	3985.0	4176.0
YBR087W	257.0	419.0	370.0	388.0	370.0	402.0	210.0	443.0
YBR088C	1025.0	1367.0	1099.0	1135.0	1316.0	1299.0	715.0	989.0
YBR089C-A	41.0	88.0	66.0	48.0	352.0	331.0	59.0	81.0
YBR091C	123.0	138.0	243.0	171.0	196.0	224.0	119.0	154.0
YBR092C	1252.0	1854.0	2020.0	1727.0	2524.0	1950.0	542.0	940.0
YBR093C	27.0	48.0	30.0	19.0	86.0	65.0	1101.0	1377.0
YBR094W	1148.0	1476.0	1432.0	1297.0	2138.0	1797.0	1342.0	1440.0
YBR095C	1134.0	1347.0	1711.0	1559.0	1669.0	1460.0	1385.0	1444.0
YBR096W	489.0	612.0	520.0	551.0	641.0	570.0	379.0	462.0
YBR097W	1160.0	1407.0	1182.0	1141.0	2024.0	1542.0	1134.0	975.0
YBR098W	446.0	597.0	454.0	456.0	856.0	692.0	495.0	438.0
YBR101C	1116.0	1475.0	1839.0	1541.0	1637.0	1520.0	1544.0	1579.0
YBR102C	1114.0	1298.0	1407.0	1102.0	1772.0	1629.0	1489.0	1318.0
YBR103W	683.0	778.0	946.0	974.0	1310.0	1043.0	879.0	844.0
YBR104W	456.0	612.0	837.0	691.0	826.0	714.0	979.0	1134.0
YBR105C	389.0	504.0	658.0	588.0	904.0	829.0	557.0	505.0
YBR106W	4207.0	5663.0	5059.0	4285.0	6074.0	5950.0	4656.0	6010.0
YBR107C	184.0	268.0	318.0	244.0	327.0	266.0	261.0	263.0
YBR108W	653.0	747.0	762.0	663.0	1251.0	1103.0	744.0	641.0
YBR109C	2207.0	2760.0	2659.0	3142.0	2050.0	2082.0	2750.0	3086.0
YBR110W	987.0	1078.0	1458.0	1212.0	1502.0	1182.0	1671.0	1574.0
YBR111C	1814.0	2352.0	2034.0	1748.0	2618.0	2392.0	2042.0	2175.0
YBR111W-A	835.0	888.0	1036.0	611.0	271.0	203.0	1038.0	486.0
YBR112C	3040.0	3698.0	3207.0	3162.0	6052.0	5264.0	2925.0	2859.0
YBR114W	864.0	1117.0	1186.0	1038.0	1039.0	987.0	664.0	632.0
YBR115C	3030.0	4127.0	3470.0	2651.0	6136.0	5045.0	5674.0	6841.0
YBR117C	71.0	101.0	36.0	51.0	62.0	68.0	53.0	52.0
YBR118W	10236.0	14203.0	6757.0	12526.0	15167.0	15372.0	6286.0	10216.0
YBR119W	270.0	370.0	266.0	347.0	586.0	501.0	255.0	276.0
YBR120C	467.0	591.0	507.0	493.0	536.0	433.0	556.0	595.0
YBR121C	15100.0	20676.0	20735.0	15103.0	31076.0	28318.0	17714.0	20184.0
YBR122C	1133.0	1544.0	1744.0	1432.0	1541.0	1502.0	1591.0	1894.0
YBR123C	1253.0	1457.0	1628.0	1455.0	2145.0	1857.0	1545.0	1289.0
YBR125C	656.0	839.0	915.0	774.0	1102.0	1024.0	809.0	797.0
YBR126C	6586.0	9286.0	6038.0	5529.0	8565.0	8247.0	5422.0	7148.0
YBR126W-A	251.0	524.0	205.0	445.0	4369.0	3961.0	99.0	240.0
YBR127C	37479.0	50360.0	42046.0	38435.0	67842.0	59955.0	32261.0	37527.0
YBR128C	132.0	179.0	138.0	132.0	241.0	265.0	186.0	141.0
YBR129C	508.0	674.0	594.0	650.0	839.0	721.0	426.0	551.0
YBR130C	1964.0	2102.0	2012.0	1952.0	2288.0	1980.0	2089.0	1806.0
YBR131W	476.0	626.0	766.0	599.0	824.0	672.0	562.0	671.0
YBR132C	378.0	543.0	382.0	295.0	613.0	521.0	400.0	455.0
YBR133C	1343.0	1753.0	1714.0	1533.0	2082.0	1677.0	1527.0	1217.0
YBR135W	586.0	660.0	763.0	528.0	1059.0	895.0	761.0	594.0
YBR136W	1340.0	1709.0	1718.0	1585.0	2187.0	1652.0	1478.0	1415.0
YBR137W	545.0	651.0	689.0	408.0	854.0	799.0	504.0	715.0
YBR138C	310.0	450.0	399.0	436.0	652.0	573.0	260.0	288.0
YBR139W	2351.0	3023.0	2404.0	1971.0	3837.0	3553.0	2715.0	2660.0
YBR140C	3635.0	4776.0	4774.0	4107.0	5608.0	3988.0	4221.0	3933.0
YBR141C	205.0	238.0	326.0	283.0	511.0	490.0	229.0	249.0
YBR142W	1767.0	2292.0	3327.0	2848.0	4558.0	3754.0	2485.0	2911.0
YBR143C	9143.0	12200.0	12194.0	11444.0	13769.0	11910.0	8450.0	10218.0
YBR145W	171.0	232.0	525.0	337.0	601.0	543.0	2105.0	2298.0
YBR146W	1434.0	1821.0	1725.0	1525.0	2211.0	2102.0	2038.0	2105.0
YBR147W	67.0	101.0	69.0	57.0	58.0	45.0	241.0	252.0
YBR148W	83.0	106.0	58.0	63.0	147.0	124.0	107.0	127.0
YBR149W	3005.0	4167.0	4193.0	3893.0	3895.0	3854.0	2881.0	3951.0
YBR150C	693.0	854.0	853.0	920.0	1144.0	891.0	731.0	690.0
YBR151W	970.0	1355.0	1073.0	998.0	3060.0	2600.0	1211.0	1318.0
YBR152W	487.0	652.0	750.0	745.0	914.0	823.0	580.0	581.0
YBR153W	302.0	369.0	471.0	371.0	317.0	286.0	290.0	308.0
YBR154C	1260.0	1634.0	2101.0	1780.0	3807.0	3786.0	1385.0	1630.0
YBR155W	1070.0	1293.0	1471.0	1208.0	2409.0	2164.0	1515.0	1654.0
YBR156C	794.0	862.0	796.0	835.0	940.0	812.0	539.0	520.0
YBR157C	655.0	702.0	160.0	187.0	651.0	573.0	328.0	230.0
YBR158W	2881.0	3431.0	2232.0	2044.0	5416.0	4714.0	2220.0	2152.0
YBR159W	1769.0	2437.0	2833.0	2195.0	4508.0	4073.0	2114.0	2673.0
YBR160W	886.0	1058.0	1091.0	1161.0	1398.0	1243.0	862.0	836.0
YBR161W	259.0	318.0	376.0	324.0	497.0	384.0	310.0	291.0
YBR162C	1861.0	2502.0	2024.0	1983.0	3946.0	3043.0	2217.0	2428.0
YBR162W-A	2602.0	3374.0	2841.0	2547.0	8356.0	7555.0	2239.0	2293.0
YBR163W	645.0	847.0	1090.0	981.0	930.0	808.0	892.0	833.0
YBR164C	862.0	915.0	1168.0	920.0	1348.0	1340.0	999.0	1127.0
