	KO30Cr1	KO30Cr2	KO20Cr1	KO20Cr2	WT30Cr1	WT30Cr2	WT20Cr1	WT20Cr2
YDR437W	74.0	96.0	103.0	107.0	224.0	214.0	81.0	69.0
YDR439W	147.0	187.0	163.0	154.0	242.0	177.0	162.0	164.0
YDR440W	1140.0	1457.0	1629.0	1309.0	1786.0	1557.0	1575.0	1534.0
YDR441C	104.0	147.0	298.0	200.0	480.0	439.0	209.0	216.0
YDR443C	894.0	1146.0	1129.0	1053.0	1667.0	1410.0	1069.0	976.0
YDR444W	621.0	794.0	1024.0	837.0	1101.0	1024.0	977.0	899.0
YDR447C	2292.0	3721.0	3500.0	3087.0	5916.0	5394.0	1778.0	3858.0
YDR448W	875.0	1022.0	1020.0	887.0	1515.0	1324.0	1014.0	963.0
YDR449C	1124.0	1374.0	1785.0	1761.0	1400.0	1231.0	1218.0	1259.0
YDR450W	30084.0	37484.0	36854.0	24001.0	20857.0	18565.0	28854.0	30087.0
YDR451C	1049.0	1190.0	815.0	793.0	1401.0	1314.0	794.0	668.0
YDR452W	3037.0	3945.0	5094.0	4620.0	7994.0	6727.0	4884.0	5483.0
YDR453C	66.0	108.0	70.0	64.0	128.0	126.0	64.0	98.0
YDR454C	2710.0	3332.0	3508.0	2610.0	3063.0	2711.0	2711.0	3151.0
YDR456W	739.0	980.0	1064.0	1063.0	1119.0	1060.0	922.0	1227.0
YDR457W	8267.0	11554.0	11824.0	10605.0	14055.0	10343.0	9708.0	8947.0
YDR458C	1660.0	1990.0	2350.0	2239.0	2696.0	2254.0	1871.0	1793.0
YDR459C	257.0	304.0	367.0	364.0	339.0	257.0	245.0	267.0
YDR460W	573.0	765.0	981.0	751.0	1050.0	968.0	750.0	857.0
YDR461C-A	92.0	120.0	81.0	78.0	275.0	251.0	73.0	64.0
YDR462W	771.0	818.0	646.0	655.0	1276.0	1264.0	746.0	568.0
YDR463W	2647.0	3025.0	2150.0	2085.0	3802.0	3749.0	1881.0	1629.0
YDR464W	1819.0	2277.0	2233.0	2032.0	3492.0	3165.0	2049.0	1851.0
YDR465C	1821.0	2310.0	3661.0	3681.0	3487.0	3177.0	2745.0	2680.0
YDR466W	1004.0	1156.0	1367.0	1200.0	1750.0	1402.0	1145.0	1083.0
YDR468C	541.0	694.0	612.0	392.0	1080.0	976.0	683.0	599.0
YDR469W	918.0	1127.0	968.0	704.0	1233.0	1118.0	1119.0	886.0
YDR470C	334.0	426.0	367.0	319.0	740.0	745.0	359.0	429.0
YDR471W	9945.0	14406.0	12901.0	11841.0	18850.0	18866.0	8847.0	12355.0
YDR472W	260.0	340.0	310.0	281.0	489.0	443.0	194.0	292.0
YDR473C	618.0	735.0	734.0	617.0	1097.0	1021.0	688.0	637.0
YDR475C	954.0	1209.0	1053.0	1020.0	1597.0	1358.0	1083.0	1188.0
YDR476C	247.0	319.0	398.0	221.0	466.0	435.0	610.0	695.0
YDR477W	2317.0	3011.0	3545.0	3165.0	4924.0	4633.0	3659.0	3442.0
YDR478W	442.0	565.0	524.0	358.0	547.0	458.0	473.0	364.0
YDR479C	731.0	971.0	802.0	791.0	1195.0	1041.0	862.0	830.0
YDR480W	391.0	404.0	346.0	336.0	821.0	733.0	338.0	297.0
YDR481C	1040.0	1386.0	1261.0	967.0	2465.0	2229.0	2039.0	2245.0
YDR482C	674.0	773.0	842.0	524.0	1021.0	926.0	710.0	587.0
YDR483W	3082.0	3729.0	4417.0	3420.0	3304.0	2891.0	3559.0	3782.0
YDR484W	601.0	837.0	774.0	684.0	849.0	767.0	566.0	598.0
YDR485C	1249.0	1441.0	1776.0	1508.0	1927.0	1671.0	1418.0	1157.0
YDR486C	1310.0	1758.0	1514.0	1389.0	2633.0	2370.0	1214.0	1203.0
YDR487C	867.0	1229.0	1528.0	1359.0	2075.0	1903.0	1458.0	1951.0
YDR488C	323.0	473.0	516.0	413.0	865.0	668.0	506.0	494.0
YDR489W	147.0	181.0	192.0	176.0	237.0	231.0	115.0	154.0
YDR490C	1246.0	1640.0	1413.0	1222.0	2010.0	1961.0	1062.0	1094.0
YDR492W	141.0	211.0	182.0	129.0	344.0	277.0	149.0	214.0
YDR493W	161.0	231.0	219.0	196.0	222.0	254.0	240.0	236.0
YDR494W	1108.0	1356.0	1697.0	1423.0	2197.0	2061.0	1719.0	1542.0
YDR495C	913.0	1224.0	989.0	1105.0	1452.0	1047.0	947.0	921.0
YDR496C	3057.0	3858.0	5718.0	6083.0	5367.0	4973.0	3783.0	4322.0
YDR497C	18101.0	25171.0	17876.0	15115.0	38534.0	33858.0	17705.0	22497.0
YDR498C	397.0	542.0	685.0	542.0	737.0	729.0	496.0	644.0
YDR499W	650.0	762.0	750.0	755.0	1412.0	1173.0	785.0	744.0
YDR500C	8625.0	15218.0	10477.0	8999.0	11503.0	11368.0	5767.0	7534.0
YDR501W	273.0	336.0	214.0	233.0	420.0	378.0	172.0	204.0
YDR502C	5053.0	5425.0	4148.0	3420.0	6522.0	6560.0	7464.0	7576.0
YDR503C	437.0	584.0	660.0	381.0	526.0	496.0	539.0	568.0
YDR505C	1816.0	2165.0	1830.0	1877.0	3129.0	2664.0	1949.0	1815.0
YDR506C	310.0	447.0	460.0	388.0	624.0	512.0	368.0	358.0
YDR507C	3249.0	4220.0	3519.0	2958.0	6431.0	5471.0	3516.0	3718.0
YDR508C	5051.0	6961.0	6209.0	5622.0	7620.0	6462.0	5843.0	6243.0
YDR510W	2246.0	2858.0	2177.0	1716.0	7681.0	7104.0	2702.0	3723.0
YDR511W	241.0	277.0	276.0	190.0	314.0	266.0	344.0	319.0
YDR512C	690.0	985.0	868.0	660.0	1023.0	921.0	642.0	701.0
YDR513W	1346.0	1783.0	1692.0	3707.0	1672.0	1455.0	892.0	1260.0
YDR514C	583.0	635.0	957.0	705.0	1118.0	914.0	940.0	880.0
YDR515W	542.0	707.0	612.0	631.0	1303.0	1249.0	676.0	729.0
YDR516C	749.0	993.0	667.0	670.0	1728.0	1652.0	1224.0	1406.0
YDR517W	1491.0	1899.0	1547.0	1122.0	2648.0	2478.0	1586.0	1732.0
YDR518W	1435.0	1887.0	1598.0	1457.0	2188.0	1801.0	1746.0	1914.0
YDR519W	726.0	984.0	1084.0	997.0	997.0	983.0	864.0	1408.0
YDR520C	653.0	926.0	1062.0	786.0	1064.0	821.0	736.0	710.0
YDR524C	605.0	839.0	672.0	647.0	935.0	729.0	658.0	639.0
YDR524C-B	58787.0	56247.0	121334.0	48094.0	20213.0	15416.0	124609.0	63544.0
YDR525W-A	108.0	224.0	323.0	236.0	181.0	194.0	102.0	305.0
YDR527W	1689.0	2157.0	2314.0	1810.0	2890.0	2649.0	1932.0	2001.0
YDR528W	532.0	576.0	534.0	513.0	899.0	796.0	597.0	551.0
YDR529C	3450.0	4222.0	3864.0	3346.0	5094.0	4977.0	2457.0	2072.0
YDR530C	263.0	380.0	619.0	538.0	443.0	439.0	529.0	621.0
YDR531W	683.0	860.0	980.0	646.0	1057.0	920.0	774.0	778.0
YDR532C	310.0	426.0	423.0	464.0	664.0	561.0	324.0	387.0
YDR533C	560.0	770.0	1713.0	1787.0	582.0	605.0	989.0	1075.0
YDR538W	185.0	277.0	497.0	353.0	243.0	216.0	385.0	455.0
YDR539W	748.0	876.0	571.0	493.0	1346.0	1039.0	1127.0	1123.0
YDR540C	68.0	121.0	99.0	127.0	147.0	115.0	69.0	69.0
YDR541C	108.0	170.0	236.0	181.0	213.0	180.0	160.0	160.0
YEL001C	3137.0	3918.0	3349.0	3334.0	6721.0	6503.0	2227.0	2867.0
YEL002C	3680.0	4895.0	5757.0	4650.0	5671.0	5053.0	4551.0	4987.0
YEL003W	1542.0	1895.0	925.0	2411.0	2032.0	1656.0	809.0	1014.0
YEL004W	178.0	237.0	198.0	198.0	190.0	148.0	151.0	201.0
YEL005C	220.0	277.0	238.0	272.0	282.0	274.0	202.0	217.0
YEL006W	590.0	697.0	742.0	504.0	829.0	668.0	729.0	703.0
YEL007W	908.0	1156.0	554.0	530.0	1365.0	1233.0	596.0	524.0
YEL009C	1469.0	2280.0	2238.0	2338.0	4085.0	3060.0	1529.0	2568.0
YEL011W	838.0	1253.0	1200.0	1098.0	940.0	807.0	1130.0	1290.0
YEL012W	380.0	542.0	351.0	415.0	1060.0	785.0	498.0	449.0
YEL013W	2551.0	3313.0	3150.0	3530.0	5224.0	4391.0	2457.0	2835.0
YEL015W	3136.0	3764.0	3703.0	2929.0	4947.0	4378.0	2813.0	2651.0
YEL016C	620.0	780.0	726.0	648.0	1027.0	841.0	564.0	560.0
YEL017C-A	358.0	670.0	728.0	674.0	345.0	243.0	286.0	676.0
YEL017W	216.0	258.0	150.0	136.0	484.0	411.0	187.0	200.0
YEL018W	466.0	569.0	570.0	460.0	1063.0	1027.0	488.0	546.0
YEL019C	137.0	142.0	99.0	110.0	191.0	180.0	119.0	76.0
YEL020C	253.0	316.0	308.0	262.0	435.0	364.0	291.0	242.0
YEL020W-A	65.0	109.0	98.0	121.0	177.0	167.0	50.0	130.0
YEL022W	4189.0	5607.0	5072.0	5098.0	7712.0	6170.0	5224.0	5790.0
YEL023C	217.0	288.0	330.0	284.0	474.0	355.0	260.0	256.0
YEL024W	673.0	1028.0	764.0	914.0	515.0	395.0	367.0	468.0
YEL025C	496.0	665.0	573.0	545.0	870.0	666.0	553.0	543.0
YEL026W	1311.0	1857.0	1915.0	1533.0	2065.0	2063.0	958.0	1832.0
YEL027W	6650.0	9464.0	15703.0	9500.0	5931.0	5631.0	6642.0	12574.0
YEL029C	406.0	521.0	556.0	447.0	672.0	588.0	492.0	474.0
YEL030W	221.0	317.0	534.0	402.0	366.0	327.0	236.0	252.0
YEL031W	10956.0	14191.0	16306.0	14590.0	18990.0	16413.0	13716.0	14817.0
YEL032W	2269.0	2870.0	3577.0	2626.0	4572.0	4255.0	2399.0	2667.0
YEL033W	119.0	277.0	133.0	174.0	1234.0	1226.0	70.0	217.0
YEL034W	7430.0	10613.0	8374.0	6938.0	12622.0	11560.0	5607.0	9102.0
YEL036C	1824.0	2152.0	2370.0	1917.0	3707.0	3376.0	1947.0	1804.0
YEL037C	4092.0	4685.0	5325.0	4277.0	7912.0	8652.0	4710.0	4694.0
YEL038W	872.0	1173.0	1123.0	867.0	1291.0	1373.0	853.0	847.0
YEL039C	176.0	293.0	152.0	145.0	152.0	141.0	223.0	187.0
YEL040W	3014.0	3863.0	5112.0	3877.0	4872.0	4430.0	3954.0	5602.0
YEL041W	166.0	170.0	124.0	105.0	224.0	193.0	196.0	153.0
YEL042W	1616.0	2193.0	1877.0	1599.0	3687.0	3543.0	1728.0	2152.0
YEL043W	747.0	887.0	847.0	773.0	1946.0	1660.0	739.0	728.0
YEL044W	225.0	259.0	314.0	266.0	456.0	443.0	286.0	289.0
YEL046C	1658.0	2250.0	2970.0	2146.0	3949.0	4142.0	2060.0	3204.0
YEL047C	1417.0	1917.0	2026.0	1717.0	2255.0	1989.0	2006.0	1887.0
YEL048C	108.0	191.0	168.0	144.0	83.0	82.0	137.0	130.0
YEL050C	936.0	1185.0	1110.0	943.0	2752.0	2652.0	1033.0	1130.0
YEL051W	16538.0	16190.0	11848.0	25048.0	11466.0	9979.0	13026.0	8979.0
YEL052W	958.0	1277.0	1301.0	981.0	2090.0	1761.0	1066.0	1299.0
YEL053C	475.0	537.0	701.0	631.0	820.0	621.0	712.0	677.0
YEL054C	7302.0	11895.0	15463.0	11359.0	15026.0	14324.0	9419.0	17905.0
YEL055C	5755.0	6958.0	7937.0	6680.0	9287.0	8000.0	6360.0	6681.0
YEL056W	930.0	1208.0	990.0	859.0	1728.0	1530.0	801.0	892.0
YEL058W	2350.0	3170.0	3670.0	2815.0	4271.0	4010.0	2861.0	3462.0
YEL059C-A	326.0	334.0	709.0	469.0	209.0	165.0	490.0	289.0
YEL060C	2844.0	3600.0	4027.0	4020.0	6339.0	6033.0	4005.0	4403.0
YEL061C	2212.0	2868.0	2468.0	2061.0	2449.0	1892.0	2415.0	2228.0
YEL062W	394.0	474.0	456.0	381.0	536.0	477.0	392.0	333.0
YEL063C	1378.0	1597.0	1768.0	1680.0	2374.0	2073.0	1493.0	1638.0
YEL064C	240.0	302.0	249.0	280.0	456.0	323.0	275.0	245.0
YEL065W	1021.0	526.0	3968.0	3367.0	2340.0	1377.0	5522.0	6086.0
YEL066W	140.0	141.0	42.0	62.0	214.0	167.0	52.0	78.0
YEL068C	337.0	352.0	472.0	285.0	318.0	275.0	292.0	300.0
YEL071W	1975.0	2286.0	3956.0	3383.0	4901.0	3890.0	8008.0	9836.0
YEL073C	669.0	543.0	240.0	884.0	134.0	122.0	460.0	164.0
YER001W	4542.0	5794.0	5628.0	5111.0	7477.0	6667.0	4321.0	4353.0
YER002W	802.0	946.0	934.0	853.0	2616.0	2526.0	1577.0	1582.0
YER003C	4577.0	5330.0	4322.0	2984.0	4021.0	3881.0	4614.0	4466.0
YER004W	761.0	937.0	1146.0	965.0	1384.0	1387.0	803.0	1198.0
YER005W	735.0	910.0	948.0	889.0	1431.0	1272.0	717.0	674.0
YER006W	6215.0	7527.0	12514.0	10500.0	6125.0	5742.0	10118.0	8810.0
YER007C-A	692.0	837.0	1105.0	791.0	745.0	757.0	803.0	1185.0
YER007W	119.0	150.0	162.0	138.0	163.0	152.0	140.0	154.0
YER008C	2046.0	2679.0	3125.0	2968.0	3547.0	2903.0	2826.0	2380.0
YER009W	1676.0	2438.0	2587.0	2357.0	1179.0	1232.0	1218.0	1751.0
YER010C	244.0	325.0	332.0	227.0	603.0	533.0	276.0	305.0
YER011W	23.0	27.0	99.0	57.0	56.0	53.0	58.0	164.0
YER012W	1462.0	2093.0	2706.0	1977.0	3359.0	3122.0	2154.0	2757.0
YER013W	1340.0	1646.0	2170.0	1566.0	2213.0	1888.0	1626.0	1730.0
YER014W	1174.0	1465.0	1113.0	918.0	1786.0	1560.0	1037.0	1000.0
YER015W	173.0	248.0	609.0	602.0	267.0	252.0	435.0	452.0
YER016W	970.0	1294.0	1254.0	1110.0	2289.0	1945.0	920.0	1025.0
YER017C	1109.0	1479.0	1874.0	1611.0	2570.0	2132.0	1389.0	1464.0
YER018C	142.0	154.0	108.0	136.0	819.0	700.0	90.0	139.0
YER019C-A	553.0	1083.0	820.0	1162.0	2088.0	2185.0	514.0	897.0
YER019W	355.0	465.0	419.0	350.0	982.0	931.0	283.0	420.0
YER020W	786.0	898.0	890.0	695.0	1634.0	1525.0	995.0	858.0
YER021W	3275.0	4342.0	4127.0	4549.0	5592.0	5028.0	3400.0	3946.0
YER022W	1142.0	1525.0	1182.0	1218.0	2341.0	1939.0	995.0	1171.0
YER023W	3439.0	3873.0	2416.0	2075.0	6731.0	6603.0	4089.0	3901.0
YER024W	320.0	348.0	392.0	306.0	460.0	377.0	416.0	341.0
YER025W	7653.0	9446.0	9994.0	8964.0	14530.0	13345.0	9553.0	9637.0
YER026C	6076.0	8450.0	9358.0	8941.0	8208.0	7056.0	7664.0	7918.0
YER027C	1585.0	1961.0	2174.0	1226.0	2304.0	2104.0	1890.0	2161.0
YER028C	208.0	267.0	447.0	409.0	509.0	474.0	279.0	384.0
YER029C	464.0	511.0	624.0	532.0	1082.0	1103.0	684.0	600.0
YER030W	3196.0	4201.0	3079.0	3382.0	7246.0	6204.0	2657.0	2908.0
YER031C	1241.0	1531.0	1511.0	1323.0	2388.0	2028.0	1231.0	1513.0
YER032W	657.0	832.0	649.0	632.0	860.0	767.0	559.0	513.0
YER033C	508.0	679.0	488.0	400.0	914.0	776.0	422.0	404.0
YER034W	287.0	319.0	359.0	313.0	537.0	510.0	372.0	322.0
YER035W	994.0	1193.0	864.0	872.0	1316.0	1214.0	632.0	712.0
YER036C	7975.0	11859.0	12618.0	11174.0	17991.0	16284.0	8684.0	11806.0
YER037W	849.0	1068.0	1132.0	1455.0	515.0	474.0	857.0	930.0
YER038C	158.0	185.0	297.0	239.0	272.0	246.0	188.0	192.0
YER039C-A	24.0	35.0	21.0	25.0	36.0	21.0	42.0	18.0
YER040W	515.0	583.0	417.0	488.0	987.0	833.0	520.0	490.0
YER041W	644.0	616.0	706.0	669.0	649.0	588.0	579.0	465.0
YER042W	264.0	367.0	446.0	298.0	387.0	388.0	374.0	432.0
YER043C	18811.0	25973.0	26509.0	21001.0	36528.0	36241.0	27552.0	42195.0
YER044C	80.0	166.0	125.0	147.0	102.0	97.0	67.0	159.0
YER045C	94.0	81.0	115.0	113.0	190.0	158.0	118.0	131.0
YER046W	74.0	103.0	131.0	71.0	175.0	148.0	65.0	54.0
YER047C	681.0	872.0	810.0	808.0	1264.0	895.0	656.0	634.0
YER048C	4112.0	5026.0	3397.0	4345.0	5522.0	4559.0	3844.0	3764.0
YER048W-A	785.0	931.0	1257.0	736.0	533.0	504.0	1254.0	1129.0
YER049W	3599.0	4116.0	5411.0	4739.0	7047.0	6138.0	4044.0	4283.0
YER050C	676.0	912.0	875.0	844.0	1307.0	1305.0	843.0	908.0
YER051W	478.0	561.0	750.0	541.0	796.0	567.0	577.0	493.0
YER052C	606.0	818.0	893.0	808.0	1242.0	1143.0	941.0	1462.0
YER053C	512.0	725.0	1105.0	1114.0	667.0	592.0	625.0	865.0
YER053C-A	20.0	62.0	27.0	33.0	35.0	25.0	4.0	4.0
YER054C	230.0	294.0	133.0	144.0	285.0	271.0	109.0	87.0
YER055C	6136.0	6846.0	6084.0	4653.0	10012.0	9284.0	13040.0	12018.0
YER056C	1521.0	2169.0	2432.0	2363.0	3434.0	3024.0	1612.0	2186.0
YER056C-A	14285.0	15305.0	14364.0	12452.0	10936.0	10960.0	11942.0	11142.0
YER057C	2196.0	2611.0	3057.0	2011.0	1989.0	2010.0	3594.0	3093.0
YER058W	146.0	185.0	151.0	117.0	418.0	367.0	324.0	355.0
YER059W	736.0	947.0	754.0	713.0	1566.0	1271.0	698.0	796.0
YER060W	248.0	351.0	575.0	451.0	598.0	557.0	283.0	397.0
YER061C	408.0	510.0	408.0	404.0	398.0	338.0	406.0	367.0
YER062C	1310.0	1832.0	879.0	822.0	1777.0	1866.0	1016.0	1553.0
YER063W	670.0	982.0	711.0	649.0	2162.0	2083.0	891.0	1289.0
YER064C	948.0	1199.0	1082.0	1091.0	1108.0	922.0	788.0	714.0
YER065C	115.0	156.0	199.0	197.0	211.0	211.0	143.0	204.0
YER067W	325.0	534.0	323.0	350.0	364.0	321.0	528.0	521.0
YER068W	1479.0	1768.0	1634.0	1483.0	1942.0	1885.0	1623.0	1380.0
YER069W	2357.0	3016.0	979.0	825.0	3033.0	2572.0	1623.0	1588.0
YER070W	3210.0	4290.0	3943.0	3594.0	5387.0	4739.0	2993.0	3721.0
YER071C	298.0	295.0	278.0	256.0	204.0	170.0	210.0	211.0
YER072W	2586.0	2790.0	3563.0	1984.0	2876.0	2726.0	6096.0	5423.0
YER073W	1471.0	1852.0	1830.0	1271.0	2247.0	2117.0	2266.0	2233.0
YER074W	20812.0	25499.0	29677.0	20228.0	13675.0	13215.0	21711.0	24769.0
YER074W-A	311.0	478.0	519.0	472.0	1007.0	875.0	265.0	405.0
YER075C	664.0	875.0	689.0	704.0	973.0	808.0	642.0	658.0
YER076C	62.0	87.0	119.0	81.0	158.0	159.0	99.0	114.0
YER077C	670.0	858.0	1110.0	899.0	878.0	755.0	952.0	847.0
YER078C	598.0	768.0	1009.0	1024.0	934.0	853.0	858.0	932.0
YER079W	376.0	467.0	358.0	298.0	419.0	411.0	411.0	303.0
YER080W	5544.0	6566.0	5563.0	4886.0	6475.0	5481.0	5768.0	4854.0
YER081W	171.0	244.0	1073.0	957.0	427.0	312.0	2434.0	3183.0
YER082C	1738.0	2150.0	2650.0	2668.0	3349.0	2907.0	2227.0	2249.0
YER083C	918.0	1053.0	1008.0	1125.0	1476.0	1311.0	662.0	664.0
YER084W	24.0	28.0	76.0	39.0	18.0	22.0	66.0	50.0
YER086W	1491.0	2056.0	1760.0	1738.0	3114.0	2665.0	1864.0	2429.0
YER087C-B	1269.0	1615.0	1213.0	1581.0	3323.0	2997.0	844.0	1386.0
YER087W	513.0	534.0	546.0	459.0	728.0	605.0	682.0	563.0
YER088C	1234.0	1515.0	894.0	798.0	3455.0	3090.0	570.0	650.0
YER089C	1827.0	2047.0	2584.0	1887.0	3149.0	3073.0	2504.0	2750.0
YER090W	1131.0	1541.0	1217.0	955.0	1824.0	1685.0	1522.0	1700.0
YER091C	10978.0	14308.0	3994.0	3470.0	18887.0	17448.0	11546.0	17427.0
YER092W	626.0	691.0	687.0	559.0	683.0	651.0	534.0	478.0
YER093C	905.0	1284.0	1409.0	1168.0	1616.0	1413.0	1144.0	1068.0
YER093C-A	101.0	141.0	108.0	110.0	163.0	142.0	153.0	112.0
YER094C	3703.0	5097.0	7594.0	4874.0	4829.0	4736.0	6283.0	7516.0
YER095W	752.0	989.0	1095.0	796.0	1749.0	1593.0	800.0	1042.0
YER096W	104.0	107.0	171.0	145.0	132.0	96.0	107.0	117.0
YER098W	309.0	387.0	374.0	408.0	696.0	620.0	340.0	288.0
YER099C	838.0	1076.0	1358.0	1032.0	989.0	1024.0	680.0	919.0
YER100W	742.0	957.0	733.0	748.0	1340.0	1073.0	818.0	1046.0
YER101C	207.0	294.0	245.0	225.0	256.0	254.0	202.0	232.0
YER102W	10600.0	12018.0	14553.0	10745.0	12449.0	11486.0	14573.0	14194.0
YER103W	1159.0	1458.0	557.0	484.0	1401.0	1446.0	728.0	748.0
YER104W	206.0	215.0	155.0	154.0	402.0	351.0	172.0	172.0
YER105C	4362.0	5592.0	5372.0	5099.0	5976.0	4796.0	4433.0	4157.0
YER107C	622.0	721.0	720.0	647.0	1001.0	1013.0	643.0	824.0
YER109C	523.0	671.0	663.0	580.0	1123.0	1074.0	775.0	622.0
YER110C	12520.0	15800.0	12983.0	12013.0	17927.0	15850.0	11100.0	12737.0
YER111C	2215.0	2648.0	1868.0	1937.0	3336.0	2516.0	1629.0	1378.0
YER112W	1356.0	1779.0	1167.0	1523.0	3008.0	2609.0	1240.0	1199.0
YER113C	955.0	1321.0	1242.0	1124.0	1755.0	1395.0	848.0	1082.0
YER114C	2292.0	2658.0	2368.0	2278.0	4124.0	3608.0	2172.0	2129.0
YER115C	149.0	218.0	232.0	158.0	349.0	289.0	199.0	271.0
YER116C	261.0	328.0	424.0	378.0	968.0	1011.0	383.0	382.0
YER117W	10315.0	12458.0	13810.0	12662.0	12197.0	11036.0	8858.0	11274.0
YER118C	1403.0	1647.0	1482.0	1351.0	2370.0	1975.0	1457.0	1590.0
YER119C	285.0	364.0	242.0	203.0	469.0	444.0	252.0	321.0
YER120W	3450.0	4493.0	4612.0	2897.0	7469.0	7733.0	3979.0	3968.0
YER121W	67.0	84.0	36.0	22.0	56.0	24.0	55.0	33.0
YER122C	4940.0	6208.0	4369.0	4589.0	11839.0	10374.0	4171.0	4763.0
YER123W	948.0	1271.0	1073.0	1189.0	1860.0	1615.0	934.0	959.0
YER124C	3350.0	4349.0	1881.0	1928.0	4051.0	3455.0	1713.0	1894.0
YER125W	5409.0	7916.0	8792.0	7732.0	12801.0	11040.0	7259.0	8994.0
YER126C	3280.0	3830.0	5474.0	5791.0	4902.0	4575.0	3911.0	3713.0
YER127W	2368.0	2896.0	3160.0	2749.0	4582.0	4755.0	2591.0	2688.0
YER128W	125.0	128.0	89.0	75.0	276.0	217.0	128.0	129.0
YER129W	1844.0	2301.0	2758.0	2605.0	3154.0	2626.0	2207.0	2136.0
YER130C	737.0	745.0	1190.0	1100.0	928.0	731.0	1074.0	867.0
YER131W	16948.0	20588.0	21204.0	20583.0	29574.0	30028.0	20611.0	18823.0
YER132C	1669.0	1951.0	2110.0	1582.0	2406.0	2072.0	2038.0	1594.0
YER133W	6898.0	9239.0	9730.0	8507.0	9553.0	8606.0	7858.0	9593.0
YER134C	1467.0	1657.0	1520.0	1459.0	1364.0	1138.0	1165.0	1033.0
YER136W	5511.0	6530.0	6771.0	5836.0	9897.0	8505.0	6631.0	6905.0
YER137C	297.0	374.0	378.0	309.0	464.0	401.0	242.0	225.0
YER139C	197.0	287.0	319.0	357.0	295.0	288.0	329.0	334.0
YER140W	808.0	937.0	1180.0	1053.0	845.0	769.0	957.0	694.0
YER141W	1131.0	1475.0	1558.0	1208.0	2081.0	1904.0	1353.0	1553.0
YER142C	220.0	334.0	523.0	490.0	558.0	433.0	519.0	508.0
YER143W	971.0	1165.0	1240.0	988.0	1107.0	1148.0	1067.0	985.0
YER144C	335.0	461.0	344.0	339.0	687.0	500.0	359.0	305.0
YER145C	5161.0	3806.0	9063.0	7254.0	13412.0	9282.0	9531.0	12258.0
YER146W	1619.0	1875.0	1553.0	1465.0	2028.0	1900.0	1402.0	1503.0
YER147C	392.0	514.0	731.0	571.0	913.0	838.0	506.0	535.0
YER148W	1723.0	2142.0	3012.0	2317.0	4003.0	3350.0	2543.0	2456.0
YER149C	480.0	549.0	539.0	533.0	517.0	458.0	461.0	486.0
YER150W	714.0	775.0	406.0	427.0	745.0	886.0	192.0	227.0
YER151C	2458.0	2762.0	3105.0	2581.0	3823.0	2907.0	3598.0	2786.0
YER152C	535.0	736.0	649.0	637.0	1872.0	1648.0	477.0	657.0
YER153C	244.0	306.0	269.0	235.0	409.0	387.0	282.0	230.0
YER154W	528.0	592.0	589.0	520.0	1380.0	1234.0	552.0	544.0
YER155C	7499.0	10196.0	7851.0	7028.0	11735.0	8888.0	7224.0	6614.0
YER156C	2080.0	2463.0	3621.0	3429.0	3037.0	3027.0	2383.0	2505.0
YER157W	1114.0	1476.0	1295.0	1160.0	1340.0	1021.0	1107.0	1334.0
YER158C	101.0	145.0	75.0	89.0	122.0	84.0	56.0	55.0
YER159C	1561.0	1748.0	2689.0	2530.0	2427.0	2103.0	2234.0	1961.0
YER161C	860.0	1018.0	1344.0	1459.0	2260.0	2051.0	920.0	1046.0
YER162C	573.0	728.0	861.0	757.0	1031.0	845.0	648.0	645.0
YER163C	425.0	505.0	299.0	235.0	845.0	752.0	329.0	379.0
YER164W	3795.0	4810.0	4770.0	3891.0	7493.0	6334.0	4691.0	4357.0
YER165W	16742.0	20247.0	21233.0	17975.0	24593.0	21520.0	20053.0	22063.0
YER166W	5186.0	6789.0	6160.0	5181.0	10875.0	9070.0	6148.0	6103.0
YER167W	1312.0	1671.0	1560.0	1497.0	2499.0	2205.0	1599.0	1500.0
YER168C	1020.0	1217.0	1570.0	1426.0	2097.0	2002.0	1204.0	1307.0
YER169W	762.0	954.0	1214.0	1029.0	1164.0	940.0	912.0	874.0
YER170W	274.0	295.0	269.0	229.0	523.0	532.0	379.0	296.0
YER171W	1600.0	2142.0	2503.0	2298.0	2663.0	2437.0	1999.0	1914.0
YER172C	3353.0	4441.0	5426.0	4745.0	4677.0	3571.0	3554.0	3457.0
YER173W	401.0	475.0	524.0	461.0	818.0	644.0	502.0	437.0
YER174C	318.0	588.0	462.0	371.0	692.0	662.0	362.0	490.0
YER175C	556.0	561.0	563.0	495.0	927.0	903.0	1581.0	1492.0
YER176W	2613.0	2936.0	3939.0	2872.0	3920.0	3390.0	3368.0	2891.0
YER177W	27904.0	35065.0	33595.0	29222.0	51523.0	53207.0	21052.0	28299.0
YER178W	3611.0	4844.0	4056.0	3729.0	6015.0	6078.0	2911.0	4479.0
YER179W	16.0	24.0	21.0	18.0	21.0	24.0	15.0	12.0
YER180C-A	66.0	76.0	70.0	84.0	101.0	73.0	77.0	92.0
YER182W	205.0	284.0	273.0	265.0	431.0	384.0	269.0	256.0
YER183C	739.0	954.0	714.0	641.0	828.0	776.0	535.0	584.0
YER184C	266.0	322.0	456.0	404.0	405.0	287.0	410.0	350.0
YER188W	45.0	62.0	101.0	82.0	44.0	58.0	21.0	44.0
YFL001W	896.0	1154.0	1415.0	1150.0	1686.0	1639.0	832.0	913.0
