"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YLR189C",2296.93481017283,-0.596337493101195,0.136901279428232,-4.3559672750452,1.32480569955701e-05,0.000708619770887683
"YNL096C",16358.1235923559,1.23789561436247,0.284295797755961,4.35425224056627,1.33521894918271e-05,0.000708619770887683
"YLR295C",1082.61368459185,0.472024081107205,0.108813260435305,4.33792792550174,1.43832302668481e-05,0.00074807180617877
"YNL229C",1708.84561117637,-0.391404863175852,0.0902244895014912,-4.33812222533421,1.43705234873337e-05,0.00074807180617877
"YDL140C",8056.84330112909,-0.377264575552223,0.087203760993537,-4.32624202504504,1.51674766272562e-05,0.000770149271641105
"YGL134W",507.622940984507,-0.56027499961493,0.129606656097891,-4.32288754669943,1.54000238897664e-05,0.000770149271641105
"YML046W",1354.18942809216,0.374795007432025,0.086625277526865,4.32662403091049,1.51412076512233e-05,0.000770149271641105
"YNL003C",756.244174128095,-0.443415134816683,0.102543021728422,-4.3241863497161,1.53095847024439e-05,0.000770149271641105
"YAL020C",573.026054961461,0.528333008121303,0.122400354030722,4.31643365989526,1.58570308149367e-05,0.000780273051435141
"YDL054C",305.721633203865,-0.623404403463512,0.14444697061164,-4.31580116096445,1.59025078738944e-05,0.000780273051435141
"YBL051C",1387.47031707988,-0.657037312893606,0.152428378532977,-4.31046580182219,1.62911022522669e-05,0.000791869372093834
"YDR296W",581.248850801464,-0.397159799078169,0.0922089665223802,-4.30717113591956,1.65355676114897e-05,0.000796310066179242
"YKL068W-A",603.099166595883,1.39976795539833,0.325447970139772,4.30104988762771,1.69990780763062e-05,0.000811121147475856
"YOR349W",228.09010514744,0.818411892433622,0.190489611321766,4.29635971618,1.73625757425525e-05,0.000820934149427414
"YGL156W",532.08086120346,-1.01086056415797,0.23553998421239,-4.29167288746381,1.77332054013719e-05,0.000830904516148968
"YML081C-A",1307.03963714302,1.33712366064036,0.312372068735429,4.28054808502379,1.86433598407521e-05,0.000865751022604927
"YPL024W",489.509039753898,0.741872150053458,0.17353717681342,4.27500414421912,1.91133739436598e-05,0.000879722636114818
"YOR317W",5419.80450606088,0.780541050719739,0.182991594171878,4.2654475701578,1.99501861280053e-05,0.000910183491682068
"YDR237W",674.020969095618,-0.500321442973127,0.117513042190451,-4.25758225340014,2.06649638218666e-05,0.000934595450761114
"YFL042C",706.23539691791,-0.545059756485748,0.128198803603506,-4.25167584380516,2.12176818776168e-05,0.000951320374530041
"YDR011W",4122.24559231417,-0.543364877135094,0.128545805197894,-4.22701368044326,2.36813274844191e-05,0.00103501331299549
"YKL047W",670.800869046531,0.491392241358465,0.116160920022118,4.23027160309077,2.33409323363972e-05,0.00103501331299549
"YLR218C",511.432838253664,-0.613093993528546,0.144983588621831,-4.22871305198352,2.35031882581421e-05,0.00103501331299549
"YBR010W",8887.83906124288,0.992663467362471,0.23505182070401,4.22316859486268,2.40891482940419e-05,0.0010354352089034
"YDR328C",3541.13808878014,-0.373909299390866,0.0885180451328537,-4.22410254123527,2.39894812718215e-05,0.0010354352089034
"YBL011W",2325.67079388893,-0.657881760666327,0.156007133167093,-4.21699794945719,2.47576225580244e-05,0.00105544586003512
"YDR323C",402.381545881627,0.540427426518734,0.128480925884243,4.20628527385957,2.59602504878125e-05,0.00109771758363506
"YDR119W",4893.48596090123,0.289277204162074,0.0688053564097655,4.2042832020127,2.61910840171936e-05,0.00109854699978568
"YOR118W",1108.48969073314,-0.398195348796866,0.0948351474682126,-4.19881615020776,2.68314050085465e-05,0.0011164010995956
"YBR093C",372.178308972742,-4.44117162888791,1.06165613495286,-4.18324868351571,2.87372740494116e-05,0.00118621081215071
"YKL023W",1024.18048883939,-0.493067831705663,0.118096840447321,-4.1751145063496,2.97836204791788e-05,0.00121972133946621
"YGL224C",834.247617373862,-0.552537861011694,0.132563198256468,-4.16810900973216,3.07137050215732e-05,0.00124798421732189
"YBL106C",738.486661923043,-0.556897881730116,0.133746478254573,-4.16383211728474,3.12950259546195e-05,0.0012497733806856
"YER134C",1366.71726430214,0.573217304665563,0.137701377297903,4.16275650914854,3.14428609023114e-05,0.0012497733806856
"YPL017C",103.175779388367,0.734169966480109,0.176377294426015,4.16249704288367,3.14786219707391e-05,0.0012497733806856
"YLL061W",133.098361543402,0.724782822769661,0.174693213653382,4.1488894022394,3.34092161409966e-05,0.00131637373597972
"YGR135W",6345.11871855137,-0.659174914367317,0.158988144153542,-4.14606332992178,3.38240310288186e-05,0.00132269763444275
"YNL087W",3690.25339101318,-0.393096105165803,0.0948565494929547,-4.14411136887284,3.4113393966681e-05,0.00132405792552767
"YIL093C",903.322579834034,-0.562881197331806,0.135961916470176,-4.13999163843263,3.47318481026515e-05,0.00132823780869037
"YML024W",12637.2016044633,0.960844380505821,0.232015285445286,4.1412977539896,3.45346303204927e-05,0.00132823780869037
"YJR122W",365.577679811361,-0.799695867273683,0.193285755749377,-4.1373761049966,3.51300024650168e-05,0.00133365797679235
"YIL040W",540.55875235675,0.750729277214286,0.182246894704537,4.11929804582616,3.80028332409439e-05,0.00143226620062427
"YER063W",1119.86620665462,-0.844600791963057,0.205590701712909,-4.10816629801903,3.98812910649916e-05,0.00149224888366202
"YDR031W",280.71333795452,1.19819955896609,0.292403518694756,4.09776039739422,4.17166760536382e-05,0.00154977451539266
"YMR027W",2245.36601548666,-0.480844473980703,0.117842863089969,-4.08038689295588,4.49608031058025e-05,0.00165844777981049
"YGL147C",12354.3612074962,0.855819344480838,0.210023114731352,4.07488168897765,4.60377464348254e-05,0.00167442181264005
"YOR142W",1995.89932907379,-0.473118078126567,0.11609919231438,-4.07511946203234,4.59907314778338e-05,0.00167442181264005
"YPR191W",1984.57419510248,0.588364279436324,0.144447160192854,4.07321458345589,4.63686661539772e-05,0.00167474606018636
"YHR031C",1357.96538847334,0.514283518709959,0.126371596571615,4.0696132094724,4.70912529166732e-05,0.00168911452703185
"YKR066C",4594.35546122309,0.374435711056014,0.0921762163914059,4.06217271346933,4.86180841206868e-05,0.00173193599665542
"YJR109C",5655.0476592507,-1.26839291572661,0.313200335225957,-4.04978147552598,5.12654821519946e-05,0.00181382158280628
"YLL004W",767.691195364292,0.493204407245217,0.121922626064736,4.04522460813257,5.22729823493284e-05,0.00183697149458687
"YKL162C-A",49.5656852161246,2.30131485222892,0.56952430879153,4.04076668318525,5.32767425384029e-05,0.00185968012041767
"YJL116C",89.5567601228984,1.19226315632662,0.296202160149163,4.02516698637921,5.69348994049844e-05,0.00195462411815041
"YLR408C",120.420407323868,1.02273138969864,0.254127007054999,4.02448917787515,5.70991196489046e-05,0.00195462411815041
"YPL078C",5397.67462833042,0.624003080725451,0.155055478306009,4.02438590072874,5.71241811111059e-05,0.00195462411815041
"YJL073W",771.072738712225,-0.383812064669941,0.0954560053449057,-4.02082680165732,5.79942337660106e-05,0.00197142490076484
"YGL202W",5538.07896309391,-1.08361668337466,0.270054685196049,-4.01258242414121,6.00580984127696e-05,0.00201523980545042
"YNL179C",582.448339247039,1.27630528671418,0.318071024101163,4.01264242890686,6.0042828892954e-05,0.00201523980545042
"YKL090W",368.324603381874,0.440102278731719,0.10987188835894,4.00559492792141,6.18615833713388e-05,0.00206244932765598
"YJL178C",1768.10414673514,-0.321054476756046,0.0804015751509488,-3.99313665376936,6.52049642175834e-05,0.00216007018404873
"YLR201C",643.340526226772,0.622720836758612,0.156084660901764,3.98963506830781,6.61750283084912e-05,0.00217833115337002
"YGL148W",6515.95317218374,-0.544688718523403,0.13695228746333,-3.97721519378963,6.97270593614796e-05,0.0022808203505601
"YKL162C",277.895228612541,0.612536892027533,0.154429019676036,3.96646234828484,7.29472929961181e-05,0.00235653884674456
"YMR298W",977.752309719684,0.837747344387108,0.211207818539044,3.96645990750688,7.29480396704239e-05,0.00235653884674456
"YNL049C",2268.13734578494,-0.302030842952209,0.0761942474797165,-3.96395860504577,7.37170407712599e-05,0.00236668104352668
"YDR298C",1061.99187084533,0.610264762015868,0.154212628496565,3.95729434071257,7.58035024298904e-05,0.00241873629532429
"YMR161W",1459.31843110019,0.51644502619714,0.130695624614806,3.9515096830459,7.76597293344748e-05,0.00246285519675978
"YOR071C",618.318523720088,0.568407250291708,0.143952397441083,3.94857786598758,7.86168446798081e-05,0.00247809823745262
"YPR138C",1096.87980511475,-0.485065148728265,0.123016464266434,-3.94309128961543,8.04380187601114e-05,0.00252022973235747
"YCL057C-A",925.864304634468,0.589956300582406,0.149889422152018,3.93594352498117,8.28704610336483e-05,0.00258089381937727
"YMR047C",4374.36307254995,-0.568136816653564,0.144601558762881,-3.92898127457394,8.5306481212137e-05,0.00262531957860547
"YMR256C",1442.07500089199,1.55899343887317,0.396700683459806,3.92989854536292,8.49817109141532e-05,0.00262531957860547
"YHR076W",1336.99981133346,-0.448228691477355,0.114424705898947,-3.91723699839094,8.95696808557339e-05,0.00274030535370984
"YDR510W",3544.55170012006,-0.96329713752058,0.246432220411029,-3.90897398040678,9.2688945402104e-05,0.00281915324582657
"YCR060W",438.643522059292,0.594969306604567,0.152345378573141,3.90539780186979,9.40705084712005e-05,0.00284453903813206
"YIL088C",1307.27022147794,-0.333875766375122,0.0855543624705715,-3.90249844348927,9.52048506519381e-05,0.00286219900717185
"YKL002W",1824.87492830989,-0.614983808300734,0.157954784260079,-3.89341678494612,9.88421183145896e-05,0.00295447044456426
"YGL184C",54.2173516623625,-0.89843903228633,0.231637264643348,-3.87864635541116,0.000105039324657558,0.00310540618653572
"YGR128C",2383.40301998559,0.398175706842721,0.10266127171183,3.8785386173707,0.000105085846727608,0.00310540618653572
"YMR241W",1834.18339929873,-0.719697644746576,0.185801802357826,-3.8734696629075,0.000107296768385907,0.00315282764053729
"YGL114W",865.612764381703,-0.446316524984246,0.115311625505375,-3.8705249624934,0.000108601235312557,0.00315550293218216
"YLR283W",441.507680275256,0.878821274366725,0.227030887950783,3.87093263960295,0.000108419751082997,0.00315550293218216
"YDR347W",881.27747241124,-0.624598823982259,0.162393005391431,-3.84621752936176,0.000119955275367935,0.00346604103993683
"YHR035W",130.792708040382,0.750935129032525,0.196341949464284,3.82462907738994,0.000130969116154007,0.0037633722271657
"YJL193W",356.456710885233,0.572081395289036,0.14966589289398,3.82238988607969,0.000132164502184899,0.00377685481243769
"YKL087C",453.013331960268,-0.598909765473797,0.15689338698653,-3.81730407493347,0.000134917850199169,0.00383446851850205
"YMR283C",398.848764858658,0.394809131731684,0.103471811501864,3.81562017713947,0.000135841322171576,0.00383973215551286
"YNL185C",967.812735845579,-0.609846898465946,0.160170835384447,-3.80747779083609,0.000140391342778489,0.00394689391238336
"YDR379C-A",418.709504841767,1.0619534100551,0.279288466018989,3.8023532628909,0.00014332815878192,0.00397201485790065
"YKL114C",1599.75078659204,-0.298821592244885,0.0785774649840921,-3.80289173626791,0.000143016866212387,0.00397201485790065
"YLR253W",1310.06511920036,-0.408952036649151,0.107564457817101,-3.80192532875981,0.000143576003323461,0.00397201485790065
"YDR289C",955.221431732866,-0.303721068587006,0.0800325571167992,-3.794968941749,0.000147661939653196,0.00406343782082683
"YDR103W",1115.11826366425,0.398297862824235,0.105310974903178,3.78211162882528,0.00015550359458799,0.00425614406136767
"YNL138W-A",393.921804938922,0.743237231177732,0.196580027971774,3.7808379561552,0.000156301387371895,0.00425614406136767
"YMR062C",1978.88827336294,-1.13200617260944,0.300617745764761,-3.7655999639331,0.000166149630992604,0.00450075120204446
"YDL103C",1034.04527958923,-0.615751301489919,0.163733925937237,-3.76068244846184,0.000169450430571805,0.00456638181038319
"YDL025C",801.165607607336,-0.362704616427578,0.0967083105377424,-3.75050101083118,0.000176481593593186,0.00470708086296492
"YHR179W",6113.95605788047,-0.630989807190483,0.168236964205637,-3.75060148148668,0.000176410888874955,0.00470708086296492
"YBL028C",2495.43354934601,1.03077623267942,0.275200355642635,3.74554833067859,0.00018000018826987,0.00477643356730405
"YGR071C",1099.40118562391,0.449345299017154,0.120088455900984,3.74178596640174,0.000182717103961435,0.00479955382678496
"YKL024C",981.199389197992,-0.690854827276978,0.184604880893156,-3.74234323564188,0.000182312265205594,0.00479955382678496
"YER009W",1845.27079134111,0.889948609467458,0.237954234028528,3.73999905108125,0.000184020949654313,0.00480951235754814
"YKL170W",397.889248102285,-0.535883241691861,0.14358473183132,-3.7321742699036,0.000189834090330147,0.00493663551903547
"YLR292C",2257.44065246072,-0.275393132640023,0.0739302564785878,-3.72503959484821,0.000195284567568904,0.005053109631472
"YDR122W",3149.05053775559,-0.356755133790195,0.0959900305909004,-3.71658527030426,0.000201933509209327,0.00519928802672134
"YLR417W",645.282983290043,0.39489833867922,0.106419922865035,3.71075573114297,0.000206641426849773,0.00529429586722005
"YIL047C",2479.00292823884,-0.444328916146528,0.119794755871207,-3.70908486698893,0.000208009703527345,0.00530322778453785
"YHR177W",32.0081285199567,-1.44255326817241,0.389454950221496,-3.70403115264546,0.000212200181611605,0.00538367387591198
"YBR203W",549.636807965526,0.649291835323918,0.176382381109284,3.6811603927811,0.000232174887097171,0.0058618523679242
"YMR205C",19208.5923091872,-0.55161455685487,0.149934126855969,-3.67904604790053,0.000234107999642998,0.00588210486059533
"YLR449W",7189.00117356027,-0.804695295250908,0.219115940812906,-3.67246350158523,0.00024022346936244,0.00597800126389498
"YOR359W",556.301891540667,0.450781703734301,0.12273224603911,3.67288726705657,0.000239825302189729,0.00597800126389498
"YDR119W-A",65.7471429115039,0.852839342449485,0.23247849246216,3.66846555746786,0.000244010558020187,0.00604332815363331
"YGR124W",11409.3360063365,-0.388047465224102,0.105880717200852,-3.66494934566781,0.000247387541287694,0.00609792702482131
"YOL123W",5419.44134903536,-0.54307161221775,0.148464169011158,-3.65793050158071,0.000254259964578766,0.00623776450836868
"YGL057C",339.509800851603,0.557541812747151,0.152831152211901,3.64809009601731,0.000264196998091106,0.00645112012709786
"YDL167C",1899.51689951422,0.325855759908085,0.0894070168355136,3.64463295434158,0.000267773681703597,0.00650790148850658
"YPR149W",6000.69191716812,0.742305087778594,0.203798503386105,3.64234808129216,0.000270162420399486,0.00653541743487314
"YDL076C",881.197393368825,-0.405521351204171,0.11152310961748,-3.63620914620381,0.000276679719408436,0.00662725241946797
"YFL014W",6537.9549641833,1.47953785726489,0.406748461637431,3.63747622132059,0.000275322601077129,0.00662725241946797
"YOL031C",1073.97408296441,-0.408409368707205,0.112348996369149,-3.63518484282031,0.000277781393471259,0.00662725241946797
"YGL037C",3208.37399626353,-0.749275232762582,0.206368538582837,-3.63076289587533,0.000282584699234532,0.00671106402154704
"YLL051C",835.601022942638,-0.749466393404836,0.20686384995986,-3.62299354648124,0.000291213090773854,0.0068466172773169
"YLR152C",417.943189494895,-0.514263825449068,0.141896408610489,-3.62422016515402,0.000289834636608393,0.0068466172773169
"YNL070W",1040.7622779287,0.948389645847309,0.26183551404951,3.62208178401643,0.000292241691129466,0.0068466172773169
"YIR011C",909.576428053987,0.32561169171461,0.0899407500878026,3.62029104045428,0.000294271823423049,0.00686326346916269
"YMR303C",54.9842359603991,-1.3275277836704,0.366832772307361,-3.61889090584877,0.000295868323668871,0.0068696926401866
"YLL050C",2427.92170112569,0.756518666636699,0.209144665645406,3.61720278306949,0.00029780398880623,0.00688390464791646
"YDL165W",958.359959657707,0.433625457359857,0.120049713780614,3.61204907287234,0.000303787059089512,0.00692980918563399
"YGR103W",13047.6834139638,-0.513559490720846,0.142105934395496,-3.6139200864867,0.000301602056045275,0.00692980918563399
"YOL059W",2022.91702197413,-0.435982967785151,0.120695035734774,-3.61226926303099,0.00030352914963963,0.00692980918563399
"YGL225W",2095.03771912929,0.781945729839486,0.217197149439118,3.60016571054802,0.000318014443585766,0.00722267738467062
"YPL242C",2660.91779741482,0.414388401583605,0.115139306107587,3.59901770813519,0.000319421440726017,0.00722309092702615
"YMR195W",358.440535861956,-0.572967181962282,0.15943167091851,-3.59381030545143,0.00032587712975847,0.00733717295183464
"YFR024C-A",3388.53392642955,-0.60071783856608,0.167276489082181,-3.59116718590953,0.000329200367603858,0.00735062579536419
