"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YDL051W",781.8334626127,-0.463004166520917,0.0850029362163038,-5.44691968454745,5.12495901092659e-08,5.25358543316161e-06
"YBR222C",381.787153296774,-0.808245994286181,0.149756093775287,-5.3970825087023,6.77332449095504e-08,6.80979623821403e-06
"YIL052C",5034.28845250354,0.50306522829407,0.094996421266013,5.29562294652517,1.18611357322485e-07,1.1700003322301e-05
"YOR198C",2589.52965140578,-0.620334335090212,0.117348206449882,-5.28627027082132,1.24835415001896e-07,1.20859175857391e-05
"YKL152C",32222.781143025,-0.959235661967216,0.182556473423751,-5.2544598609803,1.4845951778441e-07,1.41117519813981e-05
"YCR053W",3250.60186371885,-0.32389159740843,0.0617848641192486,-5.24224827594182,1.58631722945443e-07,1.43975022845473e-05
"YJL205C",61.9900073022243,1.03327952151028,0.197153938053832,5.24097835280443,1.59727454572254e-07,1.43975022845473e-05
"YMR062C",430.438638172929,-1.33946463529872,0.255282012926721,-5.2469996610502,1.54596183315678e-07,1.43975022845473e-05
"YBR106W",2218.42141518201,-0.393904508462798,0.0761666789863674,-5.17161196608428,2.3208314108392e-07,2.02084682206617e-05
"YCL012C",114.225301464157,1.09863722063778,0.212442309573324,5.17146147979805,2.32270157266305e-07,2.02084682206617e-05
"YLR262C-A",923.227203649541,0.908090365653777,0.175691988804945,5.16864981625284,2.3579123210795e-07,2.02084682206617e-05
"YCL030C",1737.95157000137,-2.61434480213589,0.509212512639689,-5.13409379628848,2.83506689982556e-07,2.39060157294968e-05
"YOR315W",166.193619873666,-0.666605944554049,0.130147259057433,-5.12193610055117,3.02414379679063e-07,2.50955932851134e-05
"YIL002W-A",174.921638274269,1.08146573958671,0.214451768893966,5.04293224142828,4.58451627712586e-07,3.74497673387718e-05
"YOR369C",8647.99364759652,-0.40739789337186,0.0808913572135126,-5.03635873356079,4.74470978643789e-07,3.81620657899959e-05
"YKL073W",588.990708055306,-0.521154030752284,0.103811541332722,-5.02019355518435,5.16194396148758e-07,4.08888530767531e-05
"YKL081W",9288.9593092229,-0.360510902168153,0.0719075580047145,-5.01353282146664,5.34396467599189e-07,4.16988766060979e-05
"YIL116W",331.981090348819,-1.20565629278421,0.240657177196251,-5.0098497241203,5.447255370629e-07,4.18797809965418e-05
"YEL001C",804.171775954868,0.395410729197726,0.0792874564020475,4.98705277153418,6.13073238507433e-07,4.64514042161864e-05
"YPR080W",5079.91062916812,-0.697844431271208,0.140081355612514,-4.98170815252211,6.30254400522868e-07,4.7071000084765e-05
"YJL002C",1028.99121123234,-0.374866599714439,0.0758752782534107,-4.94056309701359,7.78972792866645e-07,5.69243530467177e-05
"YLR303W",504.743518603912,-1.01269175584115,0.205026628831553,-4.9393181832647,7.83962015945615e-07,5.69243530467177e-05
"YML123C",729.965910678442,-6.19718552346833,1.26290428744131,-4.90709041460619,9.24374271341549e-07,6.62003930215564e-05
"YMR241W",929.150633642993,-0.465560914803847,0.0961056011939737,-4.84426411176792,1.27081796441516e-06,8.97815718643572e-05
"YLR355C",11313.4786021812,-0.649163587146102,0.134283883334714,-4.83426283948018,1.33639918986542e-06,9.3155932861552e-05
"YBR208C",111.594612606443,-1.77964565514323,0.368450515170703,-4.83008051791901,1.36477850155213e-06,9.38823948172962e-05
"YJR073C",1620.62234677937,-0.838756819148618,0.175557714472116,-4.77766996267111,1.77338137659121e-06,0.000120405686192453
"YNL052W",535.343053074364,0.647633927911417,0.13574770094958,4.77086479830672,1.8343664134578e-06,0.000122947209426192
"YNL087W",487.383365316905,-0.5332565757446,0.111833632765209,-4.76830236628504,1.85784803838354e-06,0.000122947209426192
"YGR173W",545.017480115383,-0.38661569898564,0.0811763858954138,-4.76266213038541,1.91055583262458e-06,0.000124854823662016
"YIL083C",195.723347004082,-0.567993890009239,0.119544632747086,-4.75131235051691,2.02100659572601e-06,0.000130442252869822
"YNL104C",1282.08313495647,-0.493288467709525,0.104466329623843,-4.72198525099651,2.3355362297647e-06,0.000148904675722072
"YCL027W",179.474931392559,0.742132937912099,0.157509523616509,4.71167025886626,2.45694701952776e-06,0.000154758060458929
"YAL043C",315.051792400848,0.457911631627117,0.0976675980914803,4.68847028671899,2.75254871748549e-06,0.000171313389226359
"YLR214W",125.782944424852,-1.74328974219462,0.376202840273445,-4.63390903940944,3.58824708431577e-06,0.000220627531072073
"YPL189C-A",91.7275973089487,0.810827246293706,0.175065883125747,4.63155488560441,3.62929756545491e-06,0.000220627531072073
"YGR169C-A",247.842900647697,1.05944321693958,0.232843547415892,4.55002180089304,5.36403578038349e-06,0.00032233539149247
"YLR244C",1770.74086438011,-0.573498568408197,0.126459526056892,-4.53503651555826,5.7593520293545e-06,0.000342157868289378
"YGL123W",15087.9355527103,-0.375327491251611,0.0828255796223521,-4.53154077475748,5.85550318616375e-06,0.000343961468059147
"YBR196C",13676.2725499156,-0.477418816659485,0.1056664497163,-4.51816842471087,6.23768592602923e-06,0.000358358483750339
"YGR192C",60463.024574726,-0.388628174305215,0.0860014365379125,-4.51885677669923,6.2174433812561e-06,0.000358358483750339
"YLR438W",332.835161989287,-0.755735044663293,0.167797432488807,-4.50385344670698,6.67322345978366e-06,0.000379213176605967
"YIL094C",719.283084112672,-0.462269018956576,0.103076838960557,-4.48470309739967,7.3015530862451e-06,0.000410457199299886
"YKL165C",468.357875577292,-0.502655481594054,0.112144002719231,-4.48223239233332,7.38662407893395e-06,0.000410822028560284
"YDR518W",458.430241493373,-0.471767393601359,0.105325167951275,-4.47915159100062,7.4940300872198e-06,0.000412408308378791
"YPR074C",7494.78954373478,-0.474291013487504,0.105955128043861,-4.47633844858521,7.59340775434442e-06,0.000413524330622006
"YPL111W",542.72489422364,-0.866093000600146,0.194511825099778,-4.45264960192456,8.48171056776695e-06,0.000457137967508099
"YOR184W",1163.96903418322,-0.828822888762341,0.186426353487007,-4.44584616530681,8.75465820161788e-06,0.000467034215082227
"YNL239W",575.352011254734,-0.97771690463008,0.220851600350865,-4.42703110630301,9.55389592277912e-06,0.000504522907922113
"YMR079W",1715.79247604636,-0.636820549518479,0.144238738603782,-4.41504519301018,1.00988890162353e-05,0.000527969917768781
"YHR029C",174.473219888439,-0.630503367497995,0.143084206782329,-4.40651964096334,1.0504478736953e-05,0.000536022449483543
"YNL220W",974.417073608197,-1.15876957122723,0.262944136591406,-4.40690401485493,1.04858626661841e-05,0.000536022449483543
"YOR028C",141.580670358795,0.791207754421787,0.179600880662064,4.40536678609344,1.05605034997714e-05,0.000536022449483543
"YNL121C",1464.19815097473,-0.496516057383246,0.113740405308325,-4.36534454081909,1.26922542475103e-05,0.000638029857749844
"YDR342C",114.644659612732,2.90508317772782,0.667273075102572,4.35366461816439,1.33880476731307e-05,0.000666597268905973
"YER052C",830.917610658289,-0.57621034702388,0.132615634014179,-4.34496544323179,1.39297590072791e-05,0.000687026227264671
"YDL184C",689.829591634695,0.589909991469678,0.136342307652054,4.32668334303926,1.51371328919016e-05,0.000739597483727677
"YLR038C",403.260463898814,0.551672525350511,0.127630236080986,4.32242815096303,1.54321346329326e-05,0.000747029628342332
"YDR516C",565.289073072996,-0.732842776218852,0.169781910552519,-4.31637725028523,1.58610816596762e-05,0.0007607498616219
"YOR336W",292.392690679641,-0.502797638081872,0.116751408347136,-4.30656593526399,1.65808521638964e-05,0.000788042682844095
"YNL100W",166.440368106242,0.617504424698037,0.143597740331809,4.30023775632667,1.70614963320927e-05,0.000803581106524151
"YJL212C",109.709741031971,0.827467053631594,0.192619694768341,4.29585902223948,1.74018151396392e-05,0.000812291870982443
"YGR130C",1311.05077587011,0.341930322247995,0.0796758049426582,4.29152014835718,1.77454097811733e-05,0.000821000020672339
"YDL048C",98.2036553233723,1.49719141935684,0.350100178971137,4.27646573548389,1.89883766788888e-05,0.000863228115454177
"YPL131W",16496.4652011166,-0.246011395371824,0.0575100700498753,-4.27770988904155,1.88825888293529e-05,0.000863228115454177
"YHR071W",34.3062384407908,-1.83483644410099,0.430521084405811,-4.26189682819683,2.02699025761735e-05,0.000913543540243405
"YPL004C",3589.86973032973,0.630018839167788,0.148251312347383,4.24966787269665,2.14087712550002e-05,0.000956624411291805
"YBR093C",246.572675506828,-5.06601579085471,1.19518025717088,-4.23870437991211,2.24813460502335e-05,0.000990598681589988
"YGL156W",117.908596946426,-0.99894636704816,0.235709571991893,-4.23803903509917,2.2548057212932e-05,0.000990598681589988
"YBL078C",144.899536491817,1.04369059902354,0.246411330438392,4.23556253345454,2.27980244934143e-05,0.000993233933763085
"YDL131W",573.729290797323,-1.0235186396992,0.241920005380191,-4.23081438879219,2.32846752677027e-05,0.00100605191983099
"YDR502C",2902.78017178511,-0.694950533568036,0.164602756674095,-4.22198599592109,2.42159158558659e-05,0.00103771154175793
"YGL224C",74.2638968611305,-0.733100030305867,0.173939590444314,-4.21468182392073,2.50130569877533e-05,0.00106315660107296
"YER175C",83.478219536366,-1.955016453997,0.464510560808887,-4.20876642845877,2.56768642934552e-05,0.00108256973004987
"YMR142C",8988.05628312205,-0.228237565306061,0.0542644911187856,-4.20602055967771,2.59906599397886e-05,0.00108703336132172
"YJL079C",973.819479665311,0.635560789374078,0.15132732867737,4.19990754432133,2.67023993908991e-05,0.00110793765091762
"YDL052C",353.752825827876,-0.509312974489491,0.121425183971133,-4.19445915445821,2.73523431602032e-05,0.0011259688979649
"YGL234W",2195.40112494042,-0.890736437910318,0.212658761013088,-4.18857155786541,2.80715798603985e-05,0.00114654858992315
"YLR348C",85.104648916112,-1.01247787261845,0.242462776575596,-4.17580746586384,2.9693088911104e-05,0.00119411899097886
"YLR450W",355.087201484587,-0.502349222636555,0.120265769086371,-4.17699255950199,2.95388684066299e-05,0.00119411899097886
"YIL065C",142.128169530948,0.561177502703304,0.134693431847918,4.16633160952443,3.09540344364584e-05,0.00123532589338782
"YDR119W-A",15.2324606449713,1.64914363981617,0.396032363751498,4.16416381781105,3.12495694013289e-05,0.00123767233962233
"YGL148W",1614.96581904783,-0.410742395241046,0.0988107370883487,-4.15685994603798,3.22651649691009e-05,0.00126828783803353
"YOL031C",207.224143437081,-0.567023291494832,0.136532213316943,-4.15303669163084,3.2809210719631e-05,0.00128004890777784
"YPL106C",11103.8997429701,-0.358776347689166,0.0869004735268571,-4.12858909886474,3.64996002685461e-05,0.00141348081632562
"YBR002C",164.456524689492,0.793681882092269,0.192486635131494,4.12330903675509,3.7346809613197e-05,0.00143565529895437
"YEL020W-A",228.21968381169,0.528283397598944,0.128184752139204,4.12126550765762,3.76796869532077e-05,0.00143787885687131
"YBL076C",4310.51812375554,-0.325276707395479,0.079238588134573,-4.10502906542268,4.0426404834295e-05,0.00153151626430213
"YBR115C",1358.43443808173,-0.70174704769013,0.171345938041707,-4.0954985902223,4.21260790908994e-05,0.00158442547832534
"YMR027W",623.797720443815,-0.370272344501474,0.0907938992428469,-4.07816326415396,4.53928872299835e-05,0.00169173380538622
"YOR220W",313.23448193276,0.431537592865638,0.105847619415896,4.07697022613274,4.56263325477155e-05,0.00169173380538622
"YJL116C",69.3198612538144,1.02291449707876,0.251229893215529,4.07162732104181,4.66858321917834e-05,0.00171882768097636
"YBL082C",90.6199047974603,-0.717279378985764,0.176417978981213,-4.06579523882965,4.7868951369385e-05,0.00174705127192364
"YDR276C",2205.62280629944,0.51748783573802,0.127316698824855,4.06457158027565,4.81207695403604e-05,0.00174705127192364
"YOL086C",45639.9858629876,-1.13988711088331,0.280950694789748,-4.0572496598962,4.9653994965849e-05,0.0017902833495273
"YPL019C",444.471772688899,-1.5131892435174,0.374275669135581,-4.04298053093386,5.27760044063506e-05,0.00188981473312603
"YER053C-A",21.80357473409,1.31523230227681,0.325542374395189,4.04012628070407,5.34224290535913e-05,0.00189994870130732
"YPL187W",9801.41495064451,0.532932853433003,0.132210337662285,4.03094692031053,5.55525894753534e-05,0.00196235768768343
"YGL117W",36.7709462577661,-1.9322280390685,0.479690740748865,-4.02807032725296,5.62365233318725e-05,0.00197318485891966
"YKL085W",933.357466142362,0.350382969751551,0.0871292044546225,4.02141821384394,5.78487936759239e-05,0.0020162232889182
"YGL202W",2211.09362958392,-1.02807252450549,0.256362142875427,-4.01023533730195,6.06582588299436e-05,0.00210014157061553
"YKR089C",251.508557867323,0.518640619716545,0.129479591993176,4.00557811260231,6.18659846388185e-05,0.00212619484547268
"YML008C",1967.33814515363,-0.286145217873805,0.0714610286018503,-4.00421353389806,6.22241414225936e-05,0.00212619484547268
"YGL254W",64.4929443983472,0.777659640673225,0.195016108388935,3.98766874745691,6.67257413041102e-05,0.00225488725083322
"YMR303C",199.071356533206,-1.27343472012784,0.319379374342895,-3.98721652814261,6.68530076279932e-05,0.00225488725083322
"YOR310C",2517.11248444555,-0.40313076843117,0.101263051413282,-3.98102528814665,6.86186478640308e-05,0.0022996044296997
"YHR042W",1072.91005066125,-0.422068928650529,0.106222379613169,-3.97344636965939,7.08401141825946e-05,0.00235893068118856
"YAR015W",605.121120559125,-1.13018222212861,0.284602359615203,-3.97109224131759,7.15438699878049e-05,0.00236728703984964
"YOR094W",137.867503535925,0.645116365110948,0.162789446542553,3.96288812826891,7.40484856942542e-05,0.0024347514667268
"YKR093W",454.294137409754,1.20953844071838,0.308518572216609,3.92047205465857,8.83756843263196e-05,0.00288767548536249
"YIL070C",333.867361273315,-0.655044679207438,0.167292753114552,-3.91555920392382,9.01949073390575e-05,0.0029288135128484
"YLR195C",524.591749826136,-0.346368918895547,0.088563007816375,-3.91098865582458,9.19190899542522e-05,0.00296637655728908
"YOR222W",461.401035182353,-0.730216608057353,0.186870669587128,-3.90760417175522,9.32158553356951e-05,0.00298976988769947
"YOR187W",1091.86252015673,-0.339585118563348,0.0869880471455668,-3.90381356642117,9.46887318490067e-05,0.00301849201284517
"YGR142W",72.6303045275098,-1.1439039784533,0.293178679416193,-3.90172975992374,9.55077487508691e-05,0.00302614854830026
"YOR327C",389.310998423183,0.49125040066236,0.126013936525136,3.8983815140508,9.68377636800386e-05,0.00304980619589905
"YHL048W",108.268609704651,0.690630086013081,0.177498262630837,3.8909118082438,9.98682289819111e-05,0.0031264137791463
"YGR204W",2579.34861854126,-0.647251828431243,0.167685247665384,-3.85992111675104,0.000113423633737574,0.00350804439622555
"YKL211C",574.531116243302,-0.590513115317402,0.153097915150517,-3.85709442703281,0.000114742844635534,0.00350804439622555
"YLR080W",45.9885605914041,-0.883091393573234,0.228812554051919,-3.8594534169347,0.000113640916123702,0.00350804439622555
"YOR065W",436.357325482225,0.594148875348982,0.154002840248517,3.85803842572121,0.000114300681078786,0.00350804439622555
"YLR340W",17147.3027827797,-0.340321645252639,0.0883387963616568,-3.85245961309424,0.000116937268310827,0.00355434906237792
"YHL033C",3531.03203353809,-1.11265453329522,0.289307578438518,-3.8459225275071,0.000120099708737051,0.0036293715449555
"YDR322C-A",211.78566207721,0.585663435452843,0.152542615903384,3.8393430713407,0.000123363950267516,0.003683863146597
"YER055C",963.681076118704,-0.756524799545285,0.197111923302714,-3.8380468663149,0.000124016815952768,0.003683863146597
"YGL167C",677.924243187255,-0.407864806325859,0.10620647695566,-3.84030068614494,0.000122883706398604,0.003683863146597
"YOL154W",17.3651081857587,-3.68244000822663,0.9605241148402,-3.83378194397469,0.000126188012957734,0.00372718040532786
"YFL045C",4034.35407038943,-0.325589815488334,0.085118656879892,-3.82512867828451,0.000130703799396941,0.00383887338902925
"YKL186C",179.344660983669,0.516229026290628,0.135281256138998,3.81596860514227,0.000135649752378989,0.0039618821532813
"YLR027C",1840.66105188529,-0.402737839986983,0.105630042583619,-3.81272060614921,0.00013744545541545,0.00397331563502438
"YMR266W",438.848055956871,-0.48532905120884,0.127299003724114,-3.81251256498957,0.000137561233729803,0.00397331563502438
"YIL040W",189.172425049271,0.487680582135019,0.128018226664977,3.80946209645034,0.000139269454170262,0.00400055333187984
"YBL097W",88.7424125516231,-0.623509498736268,0.164084645751188,-3.79992592165958,0.000144739347826213,0.00413495798052154
"YDL103C",563.239703395593,-0.649330649265315,0.171761100997457,-3.78042901154277,0.00015655835470655,0.00444829933916219
"YJR105W",3468.79326357275,-0.821538608886987,0.219073008925421,-3.75006767340593,0.000176786853755072,0.00499590092665685
"YEL059C-A",24.4380774904033,1.33705356034204,0.358053550960591,3.73422790181798,0.000188291935132483,0.00529242062834742
"YGL001C",505.782467644362,-0.551026259890165,0.147982358591035,-3.72359425229182,0.00019640648939363,0.00548849102465616
"YMR313C",169.332253867248,0.53898632794614,0.144796836200877,3.72236260189001,0.000197367313051905,0.00548849102465616
"YOR063W",28220.830427436,-0.279437351708103,0.0754792962547294,-3.70217219255795,0.000213761455364996,0.00591293591877355
"YMR202W",784.129383385214,-0.328232405479882,0.0889681994184015,-3.68932278753067,0.000224851787632931,0.00618697445128927
"YOR027W",4188.65712350884,-0.703982521966644,0.191023435400887,-3.68532018330237,0.000228415303543269,0.006252121502221
"YLR449W",947.73462505994,-0.594561063471727,0.161542937294605,-3.68051413097329,0.000232764158797061,0.00633797407391164
"YKL062W",383.837275034444,0.905463343313438,0.246187834881535,3.67793698559129,0.000235128027095399,0.00636916749043909
"YDL140C",1935.43521556516,-0.461622587946789,0.125872647472389,-3.66737807789455,0.000245050330594126,0.00656986219664662
"YPR033C",1628.54115091505,-0.426788989595416,0.116369828983382,-3.66752270175083,0.000244911812074328,0.00656986219664662
"YJL056C",82.4041520811928,-1.01736286980476,0.277995341992195,-3.65963998718124,0.000252569838364403,0.00673691385188315
"YDR447C",4430.50944420628,0.269687001121827,0.0738834475367453,3.65016807029343,0.000262068773465864,0.00689208546436508
"YGL256W",47.6430401657837,-1.18854812193095,0.325638524553937,-3.64990021852923,0.000262342197285511,0.00689208546436508
"YML056C",1479.56757975025,-0.676906357456146,0.185439455181786,-3.65028228104196,0.000261952268088503,0.00689208546436508
"YAL007C",495.26700637753,-0.418766477578295,0.115043607412764,-3.64006733616936,0.000272566752115059,0.00712489490028763
"YLR153C",2649.44239218651,-0.686176997872258,0.189066343200057,-3.62929216410661,0.000284199441197011,0.00739201332625857
"YPL250C",52.4277213321498,-1.61898384754316,0.447597877611349,-3.61704987562279,0.000297979902818967,0.00771207392048296
"YDL150W",240.046710682954,0.472439799224703,0.13081415653495,3.61153419277278,0.000304390941030623,0.00780563148653832
"YDR177W",701.496033778374,0.333801498742361,0.0924610886368116,3.61018352329312,0.000305980432883033,0.00780563148653832
"YJL192C",391.881749483147,-0.405299639519397,0.112268125037352,-3.61010428725476,0.00030607392018752,0.00780563148653832
"YJR104C",6652.87744195543,0.396923526428471,0.109998242735972,3.60845334030657,0.00030802789867813,0.00781732938975372
"YJR045C",7870.64800891579,-0.518180292138849,0.144178880325263,-3.59400968414965,0.000325627725416405,0.00822406641776312
"YBL005W",80.9345876413901,-0.758944678030519,0.211505792046078,-3.58829264526797,0.000332850562162191,0.00834343293402564
"YNL267W",253.066379907651,0.408473049042169,0.113852197539385,3.58774848329884,0.000333545807806304,0.00834343293402564
"YJR063W",302.987133744913,0.462678842138876,0.129018604556301,3.58614049291607,0.00033560819679524,0.00835504596593102
"YGR229C",552.977694776474,-0.310216119741013,0.0866154970046933,-3.58153137104558,0.000341586111357159,0.00846356488234705
"YKL053C-A",164.347092854458,0.590135463894874,0.165477772973079,3.5662521515254,0.000362122964404571,0.00893008895239196
"YGL026C",3589.35804675883,-0.429062456094003,0.120508738390727,-3.56042608879405,0.000370253518316625,0.00908772485333012
"YOR285W",687.084979586715,-0.330896050924296,0.0929703264075553,-3.55915767654447,0.000372046126250755,0.00908905209363994
"YGR061C",2381.15518563062,-0.53960164648469,0.151666579546213,-3.5578150974274,0.000373952388900709,0.00909313064731586
"YJR078W",8.33472961916498,-1.82418312192121,0.513468774448919,-3.55266612634628,0.000381348140925717,0.0092300374109243
"YNL279W",47.8596883252524,1.04748277434833,0.295306171025802,3.5471076364903,0.000389485428390631,0.00938354755588119
"YER043C",21443.5055769525,-0.44845352436331,0.126815364893527,-3.5362712139797,0.00040581783596223,0.00973218186426854
"YBR205W",426.298729620939,-0.3192369308262,0.0906989852072746,-3.51974093311681,0.000431968503654668,0.0103120152379297
"YOR175C",400.341872684876,-0.743834492791971,0.21167981324774,-3.51396045461087,0.000441478531627307,0.0104911352879435
"YFL004W",867.156498980002,-0.425780354367765,0.121228812952832,-3.51220426890947,0.000444406286240775,0.0105129233686279
"YFL001W",122.13032514811,0.573801258084615,0.163550964496064,3.50839421737817,0.000450820478660084,0.0106166192001573
"YKL122C",334.749420936984,-0.354175423157278,0.100993744220615,-3.50690457008505,0.000453351700717351,0.0106283528760104
"YGL022W",1071.49890515573,-0.321129911699013,0.0918519998829365,-3.49616679123248,0.000471993572456163,0.0110159928428608
"YDR237W",149.476726624554,-0.460765737490574,0.131926460318645,-3.49259531694913,0.000478350841465087,0.0110745138221174
"YDR481C",310.658208446918,-0.78171956570969,0.223835803442425,-3.49237947498764,0.000478737590627112,0.0110745138221174
"YMR006C",350.569216495209,-0.746493837910413,0.213925604459088,-3.48950206216748,0.000483921324516766,0.0111451131479015
"YBL106C",53.2843785238427,-1.01418131196124,0.292044356096137,-3.4726961531398,0.000515258334136446,0.0118147832055497
"YLL024C",15178.8576605468,-0.256450117309707,0.0740032690075264,-3.46538903955209,0.000529464961119357,0.0120875232171703
"YDR139C",148.537009540156,0.471911750720217,0.136269765440557,3.46307010358854,0.000534049234304538,0.0121391712910614
"YDL081C",5239.77225539585,-0.469371888940972,0.135648062864626,-3.46021814855843,0.000539737937741919,0.0122153676991981
