	KO30Cr1	KO30Cr2	KO20Cr1	KO20Cr2	WT30Cr1	WT30Cr2	WT20Cr1	WT20Cr2
YDL085W	4.0	9.0	4.0	3.0	7.0	7.0	9.0	3.0
YDL086W	287.0	310.0	684.0	664.0	412.0	540.0	486.0	274.0
YDL087C	37.0	39.0	105.0	107.0	46.0	55.0	72.0	36.0
YDL088C	138.0	153.0	356.0	335.0	251.0	241.0	201.0	110.0
YDL089W	52.0	60.0	177.0	131.0	80.0	111.0	111.0	59.0
YDL090C	71.0	76.0	180.0	176.0	116.0	147.0	103.0	60.0
YDL091C	43.0	37.0	82.0	108.0	64.0	75.0	76.0	40.0
YDL092W	190.0	183.0	552.0	507.0	297.0	326.0	302.0	208.0
YDL093W	128.0	147.0	308.0	268.0	204.0	258.0	247.0	162.0
YDL095W	1223.0	1211.0	1986.0	1920.0	1891.0	2420.0	2185.0	1208.0
YDL097C	735.0	813.0	2105.0	2048.0	1188.0	1496.0	1423.0	787.0
YDL098C	29.0	41.0	88.0	68.0	50.0	77.0	64.0	25.0
YDL099W	214.0	177.0	485.0	403.0	323.0	400.0	336.0	175.0
YDL100C	958.0	1045.0	2548.0	2384.0	1487.0	2056.0	1542.0	843.0
YDL101C	109.0	100.0	222.0	230.0	136.0	193.0	165.0	70.0
YDL102W	230.0	254.0	662.0	586.0	368.0	513.0	493.0	257.0
YDL103C	328.0	381.0	561.0	570.0	694.0	896.0	759.0	412.0
YDL104C	10.0	16.0	52.0	59.0	21.0	29.0	46.0	31.0
YDL105W	40.0	20.0	91.0	77.0	37.0	63.0	58.0	22.0
YDL106C	86.0	105.0	251.0	227.0	133.0	152.0	171.0	92.0
YDL107W	25.0	38.0	68.0	59.0	31.0	51.0	51.0	27.0
YDL108W	72.0	80.0	168.0	183.0	109.0	123.0	124.0	64.0
YDL109C	6.0	6.0	4.0	8.0	6.0	5.0	5.0	2.0
YDL110C	211.0	228.0	833.0	960.0	208.0	357.0	551.0	309.0
YDL111C	129.0	144.0	462.0	467.0	189.0	239.0	225.0	140.0
YDL112W	349.0	332.0	971.0	903.0	538.0	676.0	670.0	398.0
YDL113C	82.0	85.0	245.0	226.0	123.0	148.0	151.0	86.0
YDL115C	73.0	60.0	143.0	96.0	94.0	116.0	120.0	50.0
YDL116W	204.0	213.0	538.0	571.0	352.0	407.0	349.0	192.0
YDL117W	120.0	124.0	251.0	251.0	214.0	197.0	206.0	105.0
YDL119C	51.0	44.0	90.0	97.0	54.0	82.0	46.0	31.0
YDL120W	155.0	159.0	359.0	386.0	220.0	297.0	263.0	132.0
YDL121C	122.0	114.0	349.0	317.0	212.0	265.0	276.0	158.0
YDL122W	248.0	252.0	657.0	661.0	349.0	424.0	470.0	223.0
YDL123W	54.0	38.0	119.0	125.0	42.0	66.0	126.0	51.0
YDL124W	1117.0	1136.0	3627.0	3776.0	1505.0	2166.0	2630.0	1461.0
YDL125C	441.0	473.0	892.0	891.0	703.0	889.0	602.0	311.0
YDL126C	4285.0	4485.0	11776.0	11367.0	6871.0	9267.0	9927.0	4899.0
YDL127W	77.0	71.0	142.0	147.0	126.0	138.0	100.0	59.0
YDL128W	530.0	581.0	1802.0	1571.0	797.0	945.0	1291.0	720.0
YDL129W	20.0	12.0	115.0	82.0	19.0	30.0	39.0	24.0
YDL130W	4508.0	4620.0	10718.0	10591.0	6350.0	8474.0	7272.0	3915.0
YDL130W-A	140.0	155.0	296.0	290.0	179.0	287.0	201.0	138.0
YDL131W	327.0	341.0	447.0	392.0	658.0	939.0	1029.0	473.0
YDL132W	355.0	365.0	826.0	767.0	492.0	642.0	584.0	324.0
YDL133C-A	714.0	678.0	1739.0	1890.0	596.0	824.0	473.0	379.0
YDL133W	42.0	56.0	116.0	110.0	61.0	77.0	102.0	53.0
YDL134C	187.0	197.0	628.0	624.0	290.0	360.0	385.0	218.0
YDL135C	288.0	307.0	374.0	335.0	438.0	585.0	393.0	173.0
YDL136W	355.0	372.0	1113.0	1122.0	563.0	689.0	372.0	277.0
YDL137W	733.0	789.0	1706.0	1674.0	1146.0	1439.0	1582.0	735.0
YDL138W	17.0	33.0	67.0	45.0	31.0	36.0	39.0	24.0
YDL139C	25.0	19.0	46.0	54.0	44.0	40.0	32.0	17.0
YDL140C	1169.0	1265.0	2414.0	2229.0	2352.0	2631.0	2829.0	1255.0
YDL141W	156.0	163.0	367.0	349.0	263.0	346.0	335.0	159.0
YDL142C	65.0	51.0	106.0	115.0	57.0	71.0	71.0	27.0
YDL143W	863.0	908.0	2385.0	2353.0	1398.0	1800.0	1861.0	935.0
YDL144C	99.0	91.0	141.0	138.0	134.0	197.0	120.0	76.0
YDL145C	1185.0	1231.0	2464.0	2370.0	2146.0	2544.0	2456.0	1183.0
YDL146W	32.0	38.0	76.0	87.0	56.0	64.0	60.0	46.0
YDL147W	817.0	840.0	2079.0	2043.0	1281.0	1553.0	1569.0	873.0
YDL148C	375.0	374.0	1479.0	1366.0	563.0	714.0	852.0	408.0
YDL149W	48.0	48.0	84.0	102.0	60.0	83.0	72.0	40.0
YDL150W	163.0	166.0	513.0	484.0	197.0	258.0	234.0	124.0
YDL153C	281.0	286.0	1178.0	1085.0	524.0	647.0	731.0	384.0
YDL154W	2.0	3.0	22.0	14.0	3.0	2.0	17.0	4.0
YDL155W	105.0	107.0	201.0	209.0	113.0	174.0	126.0	78.0
YDL156W	48.0	55.0	107.0	93.0	62.0	77.0	73.0	34.0
YDL157C	154.0	170.0	361.0	365.0	237.0	313.0	212.0	136.0
YDL159W	58.0	62.0	186.0	173.0	100.0	117.0	114.0	62.0
YDL160C	1302.0	1439.0	3780.0	3411.0	1895.0	2398.0	2049.0	1189.0
YDL160C-A	31.0	26.0	116.0	87.0	53.0	50.0	46.0	24.0
YDL161W	202.0	244.0	643.0	576.0	348.0	397.0	421.0	213.0
YDL164C	141.0	165.0	393.0	403.0	263.0	284.0	267.0	162.0
YDL165W	140.0	143.0	373.0	319.0	196.0	255.0	212.0	132.0
YDL166C	154.0	175.0	419.0	401.0	240.0	285.0	224.0	137.0
YDL167C	198.0	198.0	582.0	513.0	291.0	309.0	316.0	166.0
YDL168W	408.0	495.0	1158.0	1099.0	654.0	889.0	951.0	441.0
YDL169C	6.0	4.0	25.0	24.0	11.0	12.0	29.0	9.0
YDL170W	44.0	32.0	82.0	81.0	81.0	74.0	94.0	51.0
YDL171C	1845.0	1978.0	4152.0	3824.0	2728.0	3164.0	4242.0	1998.0
YDL173W	174.0	160.0	326.0	308.0	305.0	339.0	293.0	172.0
YDL174C	196.0	164.0	423.0	410.0	219.0	325.0	450.0	226.0
YDL175C	60.0	80.0	219.0	197.0	90.0	113.0	125.0	50.0
YDL176W	35.0	34.0	68.0	70.0	39.0	53.0	58.0	26.0
YDL177C	17.0	13.0	41.0	41.0	25.0	32.0	24.0	13.0
YDL178W	216.0	224.0	529.0	522.0	308.0	386.0	411.0	191.0
YDL179W	92.0	82.0	149.0	148.0	109.0	138.0	113.0	68.0
YDL180W	40.0	48.0	101.0	81.0	73.0	90.0	109.0	57.0
YDL181W	244.0	210.0	318.0	351.0	162.0	250.0	49.0	42.0
YDL182W	139.0	158.0	608.0	593.0	347.0	385.0	1019.0	526.0
YDL183C	23.0	27.0	57.0	54.0	36.0	40.0	46.0	19.0
YDL184C	561.0	487.0	1270.0	1533.0	575.0	747.0	543.0	342.0
YDL185W	8192.0	8682.0	19903.0	18847.0	12715.0	16513.0	14960.0	7498.0
YDL188C	144.0	131.0	255.0	305.0	245.0	296.0	259.0	133.0
YDL189W	110.0	128.0	240.0	231.0	156.0	208.0	199.0	96.0
YDL190C	302.0	360.0	792.0	730.0	522.0	607.0	581.0	333.0
YDL191W	581.0	594.0	1654.0	1638.0	1012.0	1268.0	681.0	476.0
YDL192W	1971.0	1856.0	5542.0	5442.0	2894.0	3760.0	3776.0	2086.0
YDL193W	184.0	151.0	397.0	376.0	274.0	373.0	336.0	200.0
YDL194W	15.0	12.0	13.0	27.0	15.0	25.0	18.0	15.0
YDL195W	1674.0	1792.0	3968.0	3669.0	2611.0	3193.0	2957.0	1597.0
YDL197C	15.0	15.0	34.0	38.0	28.0	29.0	38.0	17.0
YDL198C	187.0	149.0	315.0	302.0	385.0	442.0	641.0	347.0
YDL199C	37.0	45.0	61.0	55.0	36.0	48.0	36.0	24.0
YDL200C	17.0	22.0	34.0	44.0	53.0	51.0	45.0	19.0
YDL201W	200.0	194.0	532.0	547.0	300.0	421.0	339.0	209.0
YDL202W	69.0	79.0	217.0	210.0	112.0	157.0	209.0	87.0
YDL203C	90.0	85.0	208.0	205.0	117.0	138.0	143.0	79.0
YDL204W	101.0	129.0	104.0	171.0	76.0	128.0	127.0	84.0
YDL205C	141.0	154.0	370.0	352.0	189.0	266.0	305.0	162.0
YDL206W	21.0	24.0	41.0	34.0	26.0	42.0	38.0	17.0
YDL207W	69.0	94.0	228.0	235.0	135.0	141.0	148.0	87.0
YDL208W	512.0	542.0	2110.0	1990.0	1026.0	1225.0	1390.0	706.0
YDL209C	37.0	36.0	111.0	127.0	65.0	78.0	82.0	37.0
YDL210W	6.0	1.0	5.0	8.0	2.0	7.0	2.0	2.0
YDL211C	13.0	25.0	42.0	62.0	20.0	31.0	25.0	15.0
YDL212W	495.0	458.0	1468.0	1659.0	588.0	719.0	778.0	457.0
YDL213C	217.0	255.0	646.0	691.0	336.0	372.0	441.0	183.0
YDL214C	1.0	5.0	2.0	3.0	2.0	4.0	2.0	2.0
YDL215C	116.0	114.0	517.0	510.0	157.0	146.0	408.0	250.0
YDL216C	31.0	25.0	37.0	39.0	40.0	38.0	27.0	18.0
YDL217C	80.0	83.0	202.0	203.0	135.0	168.0	177.0	86.0
YDL219W	120.0	117.0	230.0	210.0	168.0	246.0	159.0	90.0
YDL220C	30.0	42.0	76.0	56.0	55.0	56.0	47.0	31.0
YDL222C	88.0	63.0	36.0	47.0	33.0	57.0	49.0	35.0
YDL223C	227.0	262.0	189.0	223.0	112.0	208.0	300.0	160.0
YDL224C	163.0	178.0	418.0	386.0	248.0	322.0	251.0	122.0
YDL225W	307.0	330.0	766.0	742.0	468.0	575.0	536.0	324.0
YDL226C	515.0	625.0	1092.0	1170.0	880.0	1109.0	829.0	508.0
YDL227C	498.0	502.0	651.0	633.0	715.0	871.0	780.0	398.0
YDL229W	5987.0	6603.0	17056.0	16933.0	8630.0	11190.0	12787.0	5544.0
YDL230W	52.0	71.0	105.0	103.0	69.0	88.0	83.0	40.0
YDL231C	5.0	5.0	13.0	10.0	8.0	5.0	8.0	6.0
YDL232W	115.0	126.0	195.0	217.0	92.0	141.0	91.0	64.0
YDL233W	51.0	48.0	158.0	124.0	78.0	104.0	92.0	49.0
YDL234C	97.0	101.0	338.0	353.0	135.0	162.0	222.0	127.0
YDL235C	169.0	164.0	421.0	423.0	248.0	301.0	259.0	143.0
YDL236W	405.0	432.0	1379.0	1247.0	671.0	833.0	840.0	494.0
YDL237W	259.0	217.0	464.0	433.0	348.0	399.0	371.0	225.0
YDL238C	16.0	13.0	22.0	23.0	23.0	25.0	30.0	16.0
YDL240W	83.0	76.0	171.0	179.0	127.0	125.0	112.0	83.0
YDL241W	7.0	7.0	66.0	76.0	10.0	26.0	21.0	17.0
YDL248W	8.0	10.0	17.0	19.0	13.0	16.0	14.0	7.0
YDR001C	528.0	559.0	797.0	867.0	705.0	826.0	642.0	334.0
YDR002W	1514.0	1558.0	3644.0	3512.0	2274.0	2943.0	2545.0	1244.0
YDR003W	61.0	55.0	227.0	170.0	76.0	73.0	101.0	62.0
YDR004W	12.0	27.0	27.0	29.0	29.0	37.0	23.0	15.0
YDR005C	72.0	80.0	233.0	232.0	121.0	168.0	169.0	94.0
YDR006C	182.0	198.0	638.0	598.0	244.0	255.0	351.0	170.0
YDR007W	97.0	100.0	204.0	191.0	125.0	180.0	137.0	82.0
YDR009W	5.0	5.0	14.0	16.0	6.0	7.0	13.0	4.0
YDR011W	426.0	376.0	791.0	803.0	626.0	759.0	1069.0	498.0
YDR012W	823.0	901.0	1865.0	1669.0	1316.0	1704.0	1866.0	822.0
YDR013W	38.0	56.0	64.0	57.0	68.0	78.0	53.0	44.0
YDR014W	36.0	27.0	77.0	65.0	44.0	57.0	57.0	30.0
YDR014W-A	3.0	1.0	1.0	1.0	3.0	4.0	1.0	1.0
YDR016C	31.0	37.0	66.0	68.0	62.0	77.0	80.0	27.0
YDR017C	186.0	194.0	434.0	446.0	231.0	283.0	312.0	148.0
YDR018C	5.0	2.0	4.0	4.0	6.0	5.0	8.0	3.0
YDR019C	449.0	453.0	394.0	341.0	458.0	615.0	603.0	331.0
YDR020C	49.0	41.0	152.0	141.0	53.0	73.0	69.0	46.0
YDR021W	74.0	72.0	352.0	340.0	99.0	133.0	136.0	81.0
YDR022C	14.0	11.0	18.0	15.0	27.0	42.0	35.0	10.0
YDR023W	2585.0	2626.0	6650.0	6398.0	4183.0	5515.0	4938.0	2646.0
YDR025W	3179.0	3449.0	9992.0	9446.0	4694.0	6164.0	5727.0	3076.0
YDR026C	64.0	48.0	148.0	164.0	69.0	94.0	95.0	54.0
YDR027C	94.0	103.0	196.0	175.0	141.0	162.0	194.0	77.0
YDR028C	309.0	300.0	750.0	791.0	487.0	595.0	697.0	299.0
YDR030C	18.0	19.0	36.0	44.0	27.0	33.0	30.0	22.0
YDR031W	73.0	70.0	196.0	162.0	91.0	117.0	106.0	59.0
YDR032C	1312.0	1399.0	2317.0	2543.0	1500.0	2060.0	1777.0	1079.0
YDR033W	5577.0	5494.0	15028.0	14516.0	7322.0	9527.0	8438.0	4863.0
YDR034C	94.0	98.0	214.0	185.0	155.0	179.0	174.0	69.0
YDR034W-B	10.0	9.0	15.0	15.0	6.0	4.0	1.0	4.0
YDR035W	636.0	609.0	1582.0	1519.0	1094.0	1301.0	1994.0	1054.0
YDR036C	153.0	163.0	287.0	269.0	229.0	326.0	310.0	169.0
YDR037W	3495.0	3742.0	9497.0	8994.0	5626.0	7499.0	7056.0	3953.0
YDR038C	2.0	6.0	19.0	15.0	12.0	12.0	13.0	9.0
YDR040C	5.0	4.0	8.0	13.0	5.0	12.0	8.0	3.0
YDR041W	95.0	118.0	247.0	225.0	146.0	197.0	175.0	92.0
YDR042C	1.0	6.0	2.0	1.0	3.0	2.0	1.0	1.0
YDR043C	51.0	61.0	114.0	146.0	115.0	71.0	81.0	45.0
