	KO30Cr1	KO30Cr2	KO20Cr1	KO20Cr2	WT30Cr1	WT30Cr2	WT20Cr1	WT20Cr2
YDR135C	500.0	474.0	1429.0	1380.0	803.0	902.0	900.0	518.0
YDR137W	62.0	64.0	194.0	198.0	95.0	118.0	126.0	58.0
YDR138W	107.0	92.0	280.0	262.0	144.0	163.0	189.0	92.0
YDR139C	116.0	102.0	296.0	286.0	118.0	167.0	134.0	81.0
YDR140W	37.0	51.0	124.0	127.0	95.0	91.0	77.0	33.0
YDR141C	248.0	294.0	562.0	582.0	401.0	484.0	439.0	201.0
YDR142C	30.0	22.0	69.0	71.0	36.0	46.0	56.0	18.0
YDR143C	137.0	155.0	314.0	316.0	194.0	237.0	247.0	135.0
YDR144C	189.0	212.0	515.0	420.0	305.0	375.0	439.0	172.0
YDR145W	236.0	248.0	674.0	634.0	371.0	425.0	448.0	229.0
YDR146C	302.0	322.0	599.0	600.0	399.0	465.0	402.0	215.0
YDR147W	104.0	107.0	240.0	212.0	142.0	182.0	189.0	89.0
YDR148C	761.0	832.0	1603.0	1715.0	1007.0	1399.0	1053.0	581.0
YDR150W	452.0	513.0	1034.0	996.0	709.0	804.0	813.0	374.0
YDR151C	105.0	115.0	297.0	330.0	203.0	207.0	215.0	142.0
YDR152W	149.0	163.0	414.0	475.0	258.0	318.0	324.0	161.0
YDR153C	273.0	254.0	657.0	626.0	340.0	451.0	460.0	246.0
YDR155C	5689.0	5733.0	11344.0	11398.0	7503.0	10405.0	8243.0	4861.0
YDR156W	192.0	213.0	605.0	612.0	314.0	437.0	306.0	213.0
YDR158W	1744.0	1864.0	3162.0	3028.0	2856.0	3902.0	4327.0	2256.0
YDR159W	77.0	85.0	219.0	215.0	132.0	131.0	171.0	73.0
YDR160W	16.0	18.0	42.0	38.0	23.0	27.0	39.0	19.0
YDR161W	256.0	222.0	821.0	815.0	371.0	453.0	525.0	249.0
YDR162C	56.0	64.0	161.0	152.0	90.0	127.0	124.0	73.0
YDR163W	56.0	64.0	173.0	147.0	88.0	100.0	118.0	51.0
YDR164C	98.0	94.0	226.0	187.0	149.0	180.0	171.0	96.0
YDR165W	284.0	271.0	797.0	725.0	408.0	546.0	455.0	251.0
YDR166C	162.0	140.0	308.0	288.0	231.0	236.0	250.0	140.0
YDR167W	107.0	123.0	246.0	295.0	177.0	252.0	252.0	137.0
YDR168W	581.0	602.0	1169.0	1152.0	900.0	1110.0	1043.0	538.0
YDR169C	118.0	115.0	315.0	315.0	164.0	234.0	241.0	103.0
YDR170C	1134.0	1169.0	2484.0	2502.0	1990.0	2188.0	2492.0	1237.0
YDR170W-A	8.0	10.0	12.0	10.0	13.0	14.0	16.0	8.0
YDR171W	212.0	245.0	357.0	417.0	267.0	341.0	368.0	237.0
YDR172W	2066.0	2361.0	5664.0	5276.0	3043.0	4031.0	3131.0	1734.0
YDR173C	47.0	42.0	78.0	65.0	52.0	68.0	55.0	30.0
YDR174W	607.0	648.0	2056.0	2142.0	730.0	978.0	1237.0	710.0
YDR175C	118.0	134.0	304.0	337.0	182.0	226.0	256.0	140.0
YDR176W	109.0	98.0	278.0	235.0	167.0	195.0	171.0	121.0
YDR177W	475.0	495.0	1344.0	1348.0	595.0	768.0	753.0	384.0
YDR178W	213.0	254.0	571.0	496.0	295.0	396.0	341.0	191.0
YDR179C	35.0	33.0	50.0	49.0	48.0	51.0	38.0	29.0
YDR179W-A	21.0	20.0	45.0	27.0	26.0	39.0	27.0	17.0
YDR180W	109.0	91.0	279.0	250.0	164.0	190.0	177.0	90.0
YDR181C	43.0	56.0	124.0	124.0	81.0	72.0	85.0	43.0
YDR182W	210.0	173.0	554.0	544.0	324.0	379.0	370.0	237.0
YDR183W	45.0	56.0	125.0	88.0	77.0	99.0	93.0	58.0
YDR184C	64.0	52.0	242.0	184.0	122.0	158.0	155.0	70.0
YDR185C	36.0	35.0	103.0	97.0	27.0	35.0	60.0	39.0
YDR186C	136.0	105.0	220.0	192.0	169.0	201.0	164.0	75.0
YDR188W	974.0	909.0	2321.0	2262.0	1457.0	1959.0	2008.0	1002.0
YDR189W	314.0	320.0	720.0	700.0	551.0	691.0	636.0	333.0
YDR190C	643.0	660.0	1743.0	1676.0	1049.0	1256.0	1352.0	733.0
YDR191W	44.0	35.0	131.0	113.0	38.0	64.0	70.0	45.0
YDR192C	106.0	114.0	182.0	137.0	188.0	218.0	155.0	72.0
YDR194C	288.0	289.0	1254.0	1258.0	483.0	602.0	932.0	477.0
YDR195W	99.0	117.0	320.0	299.0	156.0	180.0	192.0	114.0
YDR196C	90.0	105.0	236.0	232.0	125.0	156.0	125.0	73.0
YDR197W	27.0	32.0	110.0	95.0	48.0	57.0	51.0	20.0
YDR198C	41.0	49.0	193.0	140.0	68.0	85.0	94.0	47.0
YDR200C	45.0	66.0	137.0	126.0	110.0	114.0	118.0	64.0
YDR201W	53.0	55.0	103.0	120.0	80.0	111.0	80.0	39.0
YDR202C	48.0	58.0	123.0	148.0	70.0	95.0	113.0	53.0
YDR204W	117.0	107.0	175.0	164.0	145.0	183.0	115.0	63.0
YDR205W	72.0	77.0	196.0	178.0	125.0	145.0	145.0	77.0
YDR206W	98.0	83.0	223.0	204.0	138.0	146.0	105.0	70.0
YDR207C	96.0	108.0	199.0	192.0	155.0	212.0	183.0	98.0
YDR208W	185.0	195.0	536.0	538.0	241.0	301.0	309.0	155.0
YDR210W	165.0	188.0	284.0	288.0	349.0	372.0	188.0	125.0
YDR211W	434.0	485.0	1176.0	1101.0	767.0	872.0	822.0	426.0
YDR212W	1116.0	1136.0	3734.0	3615.0	1492.0	2115.0	2052.0	1157.0
YDR213W	92.0	94.0	197.0	182.0	131.0	146.0	124.0	61.0
YDR214W	408.0	447.0	458.0	499.0	732.0	844.0	503.0	290.0
YDR216W	104.0	93.0	128.0	162.0	286.0	306.0	180.0	84.0
YDR217C	89.0	107.0	310.0	279.0	148.0	202.0	209.0	118.0
YDR219C	95.0	93.0	219.0	204.0	133.0	127.0	136.0	73.0
YDR221W	132.0	128.0	251.0	247.0	199.0	234.0	232.0	119.0
YDR222W	335.0	313.0	396.0	352.0	351.0	426.0	228.0	112.0
YDR224C	2107.0	2119.0	6090.0	5709.0	3028.0	3881.0	3542.0	2161.0
YDR225W	2032.0	2189.0	4365.0	4533.0	3186.0	4004.0	3005.0	1771.0
YDR226W	2774.0	3070.0	5922.0	5767.0	4674.0	5878.0	4993.0	2458.0
YDR227W	103.0	114.0	286.0	298.0	166.0	199.0	184.0	86.0
YDR228C	94.0	101.0	375.0	306.0	187.0	217.0	210.0	115.0
YDR229W	116.0	109.0	269.0	276.0	127.0	178.0	175.0	97.0
YDR231C	71.0	61.0	162.0	169.0	110.0	140.0	100.0	60.0
YDR232W	473.0	532.0	1313.0	1313.0	696.0	1036.0	1006.0	565.0
YDR233C	1332.0	1355.0	3364.0	3349.0	2139.0	2672.0	2655.0	1501.0
YDR234W	194.0	249.0	571.0	524.0	356.0	477.0	501.0	206.0
YDR235W	71.0	64.0	193.0	172.0	110.0	99.0	100.0	66.0
YDR236C	42.0	40.0	81.0	77.0	74.0	87.0	77.0	36.0
YDR237W	84.0	88.0	184.0	211.0	172.0	196.0	197.0	119.0
YDR238C	1244.0	1329.0	2654.0	2716.0	1952.0	2442.0	2273.0	1208.0
YDR239C	89.0	110.0	233.0	212.0	119.0	145.0	148.0	73.0
YDR240C	54.0	60.0	202.0	163.0	88.0	94.0	96.0	54.0
YDR242W	3.0	4.0	6.0	6.0	1.0	6.0	5.0	7.0
YDR243C	59.0	69.0	217.0	187.0	99.0	128.0	105.0	71.0
YDR244W	167.0	196.0	476.0	502.0	252.0	261.0	284.0	148.0
YDR245W	221.0	203.0	471.0	492.0	302.0	380.0	332.0	239.0
YDR246W	66.0	48.0	146.0	118.0	95.0	111.0	93.0	41.0
YDR246W-A	1.0	1.0	1.0	3.0	1.0	1.0	2.0	2.0
YDR247W	29.0	37.0	73.0	47.0	40.0	66.0	52.0	24.0
YDR248C	55.0	48.0	65.0	81.0	101.0	121.0	107.0	56.0
YDR249C	13.0	27.0	44.0	36.0	27.0	32.0	18.0	9.0
YDR251W	225.0	173.0	436.0	386.0	285.0	317.0	336.0	185.0
YDR252W	22.0	28.0	73.0	72.0	36.0	37.0	51.0	34.0
YDR254W	24.0	27.0	81.0	95.0	34.0	43.0	60.0	30.0
YDR255C	31.0	23.0	48.0	55.0	32.0	37.0	57.0	25.0
YDR257C	121.0	124.0	422.0	394.0	175.0	218.0	182.0	111.0
YDR258C	380.0	443.0	209.0	245.0	667.0	754.0	567.0	273.0
YDR259C	10.0	9.0	41.0	40.0	14.0	11.0	23.0	13.0
YDR260C	51.0	51.0	123.0	151.0	73.0	78.0	69.0	35.0
YDR261C	161.0	161.0	274.0	301.0	276.0	323.0	234.0	118.0
YDR262W	142.0	109.0	456.0	436.0	166.0	238.0	342.0	160.0
YDR263C	7.0	6.0	12.0	8.0	4.0	5.0	5.0	2.0
YDR264C	292.0	237.0	779.0	648.0	502.0	589.0	729.0	386.0
YDR265W	28.0	24.0	53.0	68.0	25.0	39.0	61.0	30.0
YDR266C	248.0	293.0	607.0	582.0	404.0	477.0	373.0	224.0
YDR267C	79.0	83.0	279.0	268.0	114.0	141.0	168.0	78.0
YDR268W	51.0	48.0	88.0	80.0	102.0	115.0	109.0	51.0
YDR270W	66.0	38.0	219.0	222.0	137.0	132.0	268.0	140.0
YDR272W	319.0	345.0	494.0	540.0	449.0	544.0	426.0	227.0
YDR273W	2.0	3.0	4.0	2.0	8.0	6.0	5.0	2.0
YDR275W	21.0	25.0	128.0	139.0	24.0	34.0	78.0	42.0
YDR276C	1504.0	1636.0	4762.0	4392.0	1599.0	1981.0	2277.0	1303.0
YDR277C	27.0	33.0	57.0	77.0	41.0	49.0	30.0	24.0
YDR279W	47.0	80.0	175.0	191.0	96.0	141.0	165.0	69.0
YDR280W	124.0	152.0	462.0	485.0	228.0	306.0	337.0	168.0
YDR282C	26.0	16.0	44.0	36.0	33.0	45.0	29.0	24.0
YDR283C	137.0	113.0	273.0	268.0	154.0	237.0	201.0	103.0
YDR284C	138.0	140.0	296.0	373.0	252.0	268.0	279.0	176.0
YDR285W	9.0	12.0	21.0	18.0	16.0	24.0	8.0	5.0
YDR286C	25.0	43.0	53.0	46.0	52.0	59.0	33.0	16.0
YDR287W	51.0	44.0	115.0	94.0	79.0	113.0	88.0	66.0
YDR288W	38.0	43.0	121.0	104.0	50.0	55.0	74.0	45.0
YDR289C	96.0	89.0	237.0	256.0	147.0	174.0	208.0	84.0
YDR291W	66.0	50.0	143.0	111.0	82.0	102.0	85.0	52.0
YDR292C	247.0	212.0	556.0	528.0	371.0	483.0	472.0	283.0
YDR293C	488.0	562.0	1435.0	1391.0	795.0	945.0	974.0	496.0
YDR294C	267.0	263.0	745.0	666.0	416.0	497.0	421.0	228.0
YDR295C	75.0	82.0	165.0	166.0	114.0	142.0	139.0	66.0
YDR296W	141.0	125.0	281.0	319.0	163.0	245.0	208.0	146.0
YDR297W	267.0	268.0	780.0	684.0	352.0	523.0	448.0	259.0
YDR298C	542.0	582.0	1495.0	1593.0	682.0	981.0	747.0	372.0
YDR299W	244.0	285.0	1129.0	985.0	390.0	489.0	490.0	283.0
YDR300C	218.0	227.0	711.0	614.0	373.0	458.0	479.0	271.0
YDR301W	138.0	154.0	330.0	368.0	228.0	247.0	264.0	131.0
YDR302W	130.0	108.0	315.0	316.0	181.0	228.0	184.0	111.0
YDR303C	263.0	216.0	530.0	541.0	309.0	411.0	336.0	182.0
YDR304C	701.0	747.0	1734.0	1726.0	1235.0	1411.0	1263.0	735.0
YDR305C	51.0	53.0	100.0	113.0	62.0	107.0	94.0	55.0
YDR306C	56.0	56.0	156.0	140.0	74.0	89.0	73.0	43.0
YDR307W	118.0	117.0	219.0	213.0	207.0	235.0	161.0	126.0
YDR308C	87.0	94.0	239.0	274.0	110.0	126.0	139.0	62.0
YDR309C	349.0	371.0	915.0	876.0	573.0	724.0	501.0	272.0
YDR310C	128.0	156.0	314.0	277.0	180.0	223.0	218.0	113.0
YDR311W	101.0	108.0	299.0	278.0	160.0	207.0	203.0	95.0
YDR312W	71.0	58.0	148.0	170.0	108.0	124.0	123.0	67.0
YDR313C	24.0	27.0	68.0	61.0	31.0	54.0	44.0	22.0
YDR314C	9.0	17.0	33.0	31.0	24.0	15.0	19.0	7.0
YDR315C	19.0	16.0	19.0	25.0	13.0	19.0	16.0	6.0
YDR316W	45.0	38.0	102.0	104.0	72.0	58.0	81.0	57.0
YDR317W	7.0	11.0	9.0	7.0	10.0	14.0	3.0	1.0
YDR318W	28.0	30.0	57.0	60.0	36.0	47.0	34.0	31.0
YDR319C	31.0	15.0	102.0	87.0	43.0	53.0	62.0	32.0
YDR320C	195.0	200.0	345.0	372.0	254.0	373.0	278.0	167.0
YDR320C-A	50.0	54.0	123.0	118.0	82.0	119.0	52.0	28.0
YDR321W	700.0	723.0	1363.0	1343.0	1136.0	1590.0	1038.0	568.0
YDR322C-A	152.0	158.0	479.0	411.0	187.0	235.0	178.0	90.0
YDR322W	139.0	147.0	339.0	281.0	183.0	234.0	253.0	141.0
YDR323C	29.0	27.0	45.0	51.0	35.0	35.0	50.0	20.0
YDR324C	327.0	362.0	1208.0	1198.0	551.0	659.0	690.0	327.0
YDR325W	109.0	100.0	173.0	180.0	128.0	147.0	146.0	79.0
YDR326C	161.0	215.0	520.0	485.0	303.0	293.0	374.0	168.0
YDR328C	355.0	405.0	716.0	811.0	536.0	712.0	633.0	319.0
YDR329C	105.0	78.0	212.0	183.0	106.0	146.0	175.0	105.0
YDR330W	121.0	120.0	341.0	337.0	172.0	215.0	296.0	152.0
YDR331W	150.0	161.0	432.0	399.0	244.0	300.0	295.0	150.0
YDR332W	6.0	14.0	53.0	43.0	24.0	26.0	33.0	16.0
YDR333C	171.0	193.0	652.0	585.0	251.0	323.0	378.0	199.0
YDR334W	74.0	82.0	169.0	175.0	97.0	126.0	135.0	68.0
YDR335W	292.0	293.0	597.0	617.0	440.0	491.0	465.0	212.0
YDR336W	20.0	29.0	57.0	63.0	25.0	24.0	38.0	15.0
YDR337W	111.0	120.0	333.0	310.0	182.0	212.0	250.0	143.0
YDR338C	51.0	58.0	122.0	99.0	76.0	83.0	94.0	53.0
YDR339C	182.0	179.0	620.0	631.0	250.0	298.0	285.0	176.0
YDR341C	1591.0	1801.0	4199.0	4026.0	2622.0	3345.0	2983.0	1732.0
YDR342C	219.0	202.0	133.0	155.0	32.0	52.0	10.0	15.0
YDR345C	1317.0	1410.0	7892.0	8035.0	2104.0	2798.0	6118.0	3009.0
YDR346C	505.0	523.0	1439.0	1421.0	873.0	1067.0	1196.0	655.0
YDR347W	110.0	111.0	195.0	225.0	191.0	234.0	211.0	91.0
YDR348C	209.0	270.0	501.0	464.0	353.0	423.0	387.0	221.0
YDR349C	93.0	109.0	363.0	329.0	170.0	171.0	233.0	135.0
YDR350C	32.0	30.0	80.0	82.0	30.0	49.0	53.0	18.0
YDR351W	125.0	155.0	362.0	336.0	198.0	225.0	204.0	89.0
YDR352W	97.0	116.0	272.0	292.0	135.0	206.0	169.0	87.0
YDR353W	1603.0	1777.0	4734.0	4509.0	2584.0	3454.0	3411.0	1884.0
YDR354W	164.0	152.0	338.0	388.0	203.0	292.0	299.0	164.0
YDR356W	173.0	180.0	487.0	478.0	293.0	298.0	344.0	180.0
YDR357C	35.0	41.0	73.0	99.0	51.0	74.0	52.0	34.0
YDR358W	161.0	158.0	387.0	385.0	207.0	293.0	334.0	166.0
YDR359C	68.0	62.0	164.0	167.0	101.0	130.0	130.0	61.0
YDR361C	224.0	242.0	940.0	874.0	359.0	476.0	524.0	276.0
YDR362C	67.0	92.0	187.0	185.0	90.0	102.0	123.0	55.0
YDR363W	33.0	44.0	122.0	118.0	53.0	68.0	70.0	31.0
YDR363W-A	206.0	255.0	837.0	781.0	391.0	454.0	510.0	275.0
YDR364C	53.0	47.0	91.0	115.0	62.0	72.0	78.0	35.0
YDR365C	371.0	381.0	1817.0	1715.0	554.0	699.0	1085.0	522.0
YDR367W	101.0	103.0	356.0	361.0	147.0	177.0	166.0	111.0
YDR368W	613.0	626.0	1725.0	1684.0	945.0	1205.0	1103.0	619.0
YDR369C	22.0	46.0	82.0	78.0	71.0	73.0	67.0	28.0
YDR370C	45.0	30.0	115.0	96.0	41.0	65.0	62.0	46.0
YDR371W	38.0	47.0	109.0	100.0	68.0	65.0	96.0	38.0
YDR372C	264.0	260.0	759.0	759.0	462.0	563.0	581.0	301.0
YDR373W	131.0	151.0	354.0	305.0	162.0	269.0	246.0	119.0
YDR374W-A	16.0	18.0	40.0	41.0	43.0	48.0	38.0	23.0
YDR375C	49.0	41.0	116.0	121.0	84.0	98.0	142.0	82.0
YDR376W	78.0	68.0	156.0	161.0	142.0	176.0	132.0	84.0
YDR377W	394.0	390.0	984.0	897.0	533.0	615.0	344.0	273.0
YDR378C	104.0	118.0	289.0	280.0	200.0	237.0	244.0	132.0
YDR379C-A	29.0	28.0	65.0	54.0	38.0	53.0	44.0	12.0
YDR379W	103.0	107.0	262.0	243.0	131.0	170.0	192.0	93.0
YDR380W	5.0	3.0	30.0	34.0	8.0	3.0	4.0	2.0
YDR381C-A	10.0	13.0	49.0	42.0	22.0	21.0	17.0	13.0
YDR381W	1264.0	1337.0	2862.0	2990.0	2120.0	2577.0	2206.0	1175.0
YDR382W	4107.0	4422.0	5907.0	5813.0	6889.0	9463.0	8105.0	3878.0
YDR383C	33.0	35.0	66.0	84.0	56.0	62.0	78.0	34.0
YDR384C	284.0	302.0	677.0	604.0	499.0	569.0	717.0	417.0
YDR385W	749.0	766.0	2014.0	2060.0	1416.0	1778.0	1812.0	885.0
YDR386W	28.0	36.0	65.0	56.0	51.0	56.0	62.0	34.0
YDR387C	23.0	25.0	37.0	36.0	21.0	29.0	43.0	22.0
YDR388W	838.0	900.0	1707.0	1742.0	1375.0	1598.0	1232.0	675.0
YDR389W	123.0	126.0	280.0	327.0	204.0	212.0	235.0	121.0
YDR390C	171.0	175.0	376.0	426.0	233.0	320.0	304.0	155.0
YDR391C	51.0	50.0	273.0	259.0	62.0	110.0	135.0	83.0
YDR392W	54.0	46.0	132.0	111.0	94.0	103.0	99.0	47.0
YDR393W	29.0	20.0	62.0	69.0	51.0	54.0	49.0	30.0
YDR394W	561.0	580.0	1296.0	1280.0	844.0	1117.0	1222.0	634.0
YDR395W	714.0	755.0	1574.0	1546.0	1048.0	1306.0	1073.0	593.0
YDR397C	80.0	84.0	169.0	178.0	117.0	172.0	178.0	91.0
YDR398W	260.0	269.0	896.0	831.0	423.0	497.0	616.0	322.0
YDR399W	270.0	289.0	1056.0	998.0	439.0	635.0	1065.0	504.0
YDR400W	109.0	98.0	177.0	168.0	165.0	206.0	169.0	90.0
YDR403W	3.0	2.0	4.0	7.0	4.0	4.0	1.0	1.0
YDR404C	120.0	147.0	345.0	333.0	228.0	250.0	258.0	143.0
YDR405W	82.0	104.0	245.0	233.0	134.0	179.0	171.0	98.0
YDR406W	214.0	219.0	442.0	452.0	315.0	383.0	1159.0	559.0
YDR407C	94.0	123.0	290.0	274.0	175.0	185.0	195.0	106.0
YDR408C	168.0	165.0	285.0	271.0	245.0	322.0	313.0	179.0
YDR409W	54.0	59.0	116.0	87.0	81.0	75.0	99.0	47.0
YDR410C	92.0	97.0	264.0	280.0	128.0	153.0	148.0	94.0
YDR411C	165.0	141.0	413.0	420.0	232.0	307.0	344.0	179.0
YDR412W	164.0	165.0	654.0	567.0	227.0	302.0	342.0	186.0
YDR414C	34.0	37.0	41.0	54.0	57.0	78.0	64.0	36.0
YDR415C	126.0	115.0	288.0	286.0	142.0	203.0	235.0	115.0
YDR416W	74.0	80.0	246.0	262.0	126.0	159.0	141.0	77.0
YDR418W	5440.0	5757.0	15049.0	14702.0	7794.0	9377.0	8440.0	4637.0
YDR419W	36.0	38.0	87.0	97.0	71.0	92.0	68.0	39.0
YDR420W	54.0	75.0	185.0	156.0	113.0	92.0	124.0	61.0
YDR421W	53.0	32.0	89.0	74.0	68.0	62.0	66.0	39.0
YDR422C	117.0	114.0	252.0	247.0	169.0	232.0	172.0	86.0
YDR423C	55.0	68.0	141.0	155.0	90.0	137.0	117.0	60.0
YDR424C	120.0	111.0	299.0	245.0	142.0	154.0	125.0	90.0
YDR425W	57.0	67.0	141.0	111.0	73.0	92.0	86.0	46.0
YDR427W	543.0	522.0	1756.0	1698.0	729.0	993.0	1085.0	555.0
YDR428C	60.0	60.0	51.0	46.0	113.0	135.0	40.0	20.0
YDR429C	890.0	925.0	3006.0	2940.0	1374.0	1836.0	1967.0	1013.0
YDR430C	184.0	172.0	365.0	326.0	273.0	293.0	349.0	186.0
YDR432W	1132.0	1237.0	3442.0	3339.0	1944.0	2787.0	3427.0	1828.0
YDR434W	181.0	181.0	526.0	495.0	280.0	349.0	489.0	250.0
YDR435C	41.0	41.0	155.0	170.0	79.0	95.0	117.0	68.0
YDR436W	57.0	54.0	115.0	136.0	88.0	102.0	89.0	53.0
YDR437W	11.0	18.0	36.0	25.0	31.0	25.0	27.0	20.0
YDR439W	20.0	35.0	72.0	60.0	40.0	41.0	45.0	22.0
YDR440W	54.0	33.0	91.0	100.0	77.0	98.0	81.0	39.0
YDR441C	30.0	29.0	139.0	128.0	43.0	68.0	97.0	35.0
YDR443C	65.0	66.0	154.0	152.0	115.0	109.0	136.0	55.0
YDR444W	33.0	39.0	133.0	137.0	54.0	64.0	97.0	50.0
YDR447C	3272.0	3289.0	7761.0	7630.0	4268.0	5043.0	4517.0	2347.0
YDR448W	84.0	98.0	203.0	240.0	168.0	176.0	164.0	81.0
YDR449C	187.0	224.0	756.0	662.0	281.0	339.0	376.0	192.0
YDR450W	2883.0	3206.0	8083.0	7760.0	4843.0	6418.0	5989.0	2865.0
YDR451C	222.0	216.0	378.0	383.0	276.0	299.0	266.0	146.0
YDR452W	257.0	221.0	545.0	573.0	325.0	375.0	553.0	298.0
YDR453C	35.0	47.0	44.0	48.0	46.0	76.0	69.0	41.0
YDR454C	1017.0	1094.0	2275.0	2296.0	1430.0	1866.0	1403.0	727.0
YDR456W	173.0	170.0	468.0	438.0	264.0	345.0	373.0	184.0
YDR457W	522.0	495.0	1512.0	1414.0	720.0	693.0	895.0	461.0
YDR458C	137.0	110.0	322.0	316.0	191.0	210.0	226.0	124.0
YDR459C	10.0	7.0	33.0	24.0	15.0	18.0	18.0	11.0
YDR460W	78.0	78.0	192.0	207.0	126.0	135.0	155.0	103.0
YDR461C-A	41.0	44.0	38.0	48.0	50.0	42.0	30.0	22.0
YDR462W	121.0	135.0	247.0	229.0	182.0	188.0	173.0	94.0
YDR463W	343.0	339.0	784.0	800.0	409.0	568.0	437.0	254.0
YDR464W	108.0	118.0	315.0	270.0	171.0	217.0	200.0	109.0
YDR465C	174.0	155.0	461.0	451.0	257.0	328.0	345.0	186.0
YDR466W	86.0	108.0	230.0	230.0	122.0	132.0	139.0	60.0
YDR468C	85.0	106.0	195.0	199.0	176.0	205.0	148.0	89.0
YDR469W	40.0	46.0	80.0	82.0	79.0	124.0	75.0	41.0
YDR470C	73.0	67.0	212.0	189.0	99.0	123.0	151.0	84.0
YDR471W	1967.0	2062.0	6154.0	5880.0	2998.0	4043.0	3354.0	1939.0
YDR472W	96.0	76.0	223.0	210.0	104.0	178.0	130.0	86.0
YDR473C	51.0	67.0	138.0	137.0	65.0	81.0	85.0	56.0
YDR475C	67.0	56.0	130.0	112.0	83.0	88.0	106.0	46.0
YDR476C	72.0	59.0	177.0	162.0	106.0	161.0	303.0	149.0
YDR477W	342.0	367.0	914.0	935.0	498.0	642.0	816.0	400.0
YDR478W	29.0	25.0	67.0	67.0	49.0	54.0	25.0	21.0
YDR479C	44.0	43.0	101.0	70.0	64.0	61.0	92.0	56.0
YDR480W	47.0	52.0	77.0	98.0	53.0	96.0	77.0	39.0
YDR481C	152.0	204.0	307.0	314.0	303.0	371.0	617.0	270.0
YDR482C	30.0	25.0	75.0	62.0	54.0	49.0	35.0	18.0
YDR483W	711.0	724.0	1812.0	1690.0	1223.0	1438.0	1424.0	834.0
YDR484W	75.0	77.0	201.0	217.0	91.0	134.0	86.0	58.0
YDR485C	101.0	101.0	269.0	269.0	141.0	168.0	155.0	86.0
YDR486C	137.0	158.0	384.0	373.0	211.0	312.0	284.0	138.0
YDR487C	266.0	311.0	808.0	806.0	541.0	703.0	889.0	441.0
YDR488C	32.0	38.0	57.0	50.0	46.0	54.0	43.0	18.0
YDR489W	49.0	50.0	119.0	102.0	76.0	73.0	59.0	33.0
YDR490C	109.0	119.0	203.0	189.0	151.0	164.0	142.0	66.0
YDR492W	155.0	135.0	258.0	276.0	228.0	303.0	261.0	147.0
YDR493W	55.0	64.0	157.0	144.0	73.0	137.0	88.0	67.0
YDR494W	83.0	109.0	311.0	265.0	142.0	196.0	212.0	135.0
YDR495C	65.0	77.0	143.0	154.0	95.0	93.0	98.0	49.0
YDR496C	546.0	477.0	2387.0	2240.0	830.0	1029.0	1341.0	764.0
YDR497C	1765.0	1960.0	2915.0	2873.0	3023.0	3866.0	2884.0	1565.0
YDR498C	71.0	45.0	129.0	129.0	73.0	102.0	103.0	56.0
YDR499W	47.0	42.0	64.0	79.0	57.0	103.0	42.0	25.0
YDR500C	1930.0	1999.0	5598.0	5054.0	3528.0	4627.0	3711.0	2002.0
YDR501W	43.0	36.0	53.0	48.0	37.0	55.0	41.0	13.0
YDR502C	1764.0	1798.0	2841.0	2866.0	3277.0	4452.0	4231.0	2360.0
YDR503C	50.0	53.0	109.0	108.0	94.0	114.0	99.0	41.0
YDR505C	247.0	210.0	580.0	565.0	319.0	368.0	409.0	215.0
YDR506C	47.0	44.0	115.0	112.0	83.0	79.0	81.0	53.0
YDR507C	391.0	427.0	948.0	861.0	661.0	703.0	655.0	392.0
YDR508C	892.0	928.0	2438.0	2321.0	1501.0	1689.0	1940.0	945.0
YDR510W	584.0	590.0	897.0	850.0	985.0	1295.0	949.0	532.0
YDR511W	38.0	48.0	99.0	111.0	55.0	67.0	64.0	32.0
YDR512C	105.0	133.0	213.0	232.0	136.0	173.0	120.0	72.0
YDR513W	451.0	471.0	2054.0	2046.0	589.0	771.0	930.0	487.0
YDR514C	64.0	79.0	240.0	229.0	113.0	162.0	168.0	95.0
YDR515W	92.0	102.0	225.0	218.0	150.0	165.0	170.0	87.0
YDR516C	318.0	327.0	562.0	626.0	551.0	790.0	980.0	487.0
YDR517W	207.0	211.0	328.0	348.0	358.0	428.0	315.0	159.0
YDR518W	259.0	244.0	636.0	621.0	483.0	597.0	693.0	353.0
YDR519W	218.0	230.0	643.0	633.0	352.0	419.0	516.0	260.0
YDR520C	54.0	29.0	102.0	123.0	48.0	64.0	52.0	33.0
YDR524C	58.0	55.0	126.0	141.0	66.0	115.0	80.0	57.0
YDR524C-B	6744.0	7702.0	17712.0	17415.0	9432.0	13801.0	7662.0	5438.0
YDR525W-A	122.0	136.0	570.0	559.0	147.0	210.0	264.0	134.0
YDR527W	138.0	138.0	376.0	369.0	187.0	226.0	244.0	159.0
YDR528W	56.0	56.0	97.0	120.0	67.0	107.0	98.0	42.0
YDR529C	371.0	363.0	929.0	1043.0	468.0	583.0	281.0	180.0
YDR530C	44.0	40.0	193.0	217.0	62.0	80.0	167.0	94.0
YDR531W	133.0	146.0	311.0	312.0	224.0	314.0	170.0	101.0
YDR532C	44.0	28.0	113.0	125.0	56.0	68.0	67.0	37.0
YDR533C	163.0	211.0	1324.0	1395.0	200.0	313.0	740.0	361.0
YDR534C	1.0	1.0	8.0	6.0	3.0	1.0	28.0	25.0
YDR538W	22.0	15.0	88.0	75.0	55.0	58.0	96.0	51.0
